['timestamp', 'frequency', 'amplitudes', 'offsets', 'phase_biases']
['12:23:37.315', '0.3', '[48, 64]', '[7, -50]', '[69.0]']
['12:23:37.496', '0.3', '[48, 33]', '[7, -50]', '[69.0]']
['12:23:37.699', '0.3', '[48, 33]', '[7, 41]', '[69.0]']
['12:23:37.904', '0.3', '[48, 33]', '[7, 41]', '[-8.0]']
['12:23:46.117', '0.6', '[48, 33]', '[7, 41]', '[-8.0]']
['12:23:46.355', '0.6', '[0, 33]', '[7, 41]', '[-8.0]']
['12:23:46.523', '0.6', '[0, 33]', '[22, 41]', '[-8.0]']
['12:23:46.937', '0.6', '[0, 33]', '[22, 71]', '[-8.0]']
['12:23:47.133', '0.6', '[0, 33]', '[22, 71]', '[-69.0]']
['12:23:55.354', '0.7', '[0, 33]', '[22, 71]', '[-69.0]']
['12:23:55.560', '0.7', '[64, 33]', '[22, 71]', '[-69.0]']
['12:23:55.753', '0.7', '[64, 33]', '[-89, 71]', '[-69.0]']
['12:23:56.177', '0.7', '[64, 33]', '[-89, 70]', '[-69.0]']
['12:23:56.376', '0.7', '[64, 33]', '[-89, 70]', '[54.0]']
['12:24:04.580', '0.5', '[64, 33]', '[-89, 70]', '[54.0]']
['12:24:04.784', '0.5', '[79, 33]', '[-89, 70]', '[54.0]']
['12:24:04.998', '0.5', '[79, 33]', '[-9, 70]', '[54.0]']
['12:24:05.201', '0.5', '[79, 48]', '[-9, 70]', '[54.0]']
['12:24:05.401', '0.5', '[79, 48]', '[-9, -7]', '[54.0]']
['12:24:05.602', '0.5', '[79, 48]', '[-9, -7]', '[-7.0]']
['12:24:13.825', '0.4', '[79, 48]', '[-9, -7]', '[-7.0]']
['12:24:14.024', '0.4', '[15, 48]', '[-9, -7]', '[-7.0]']
['12:24:14.230', '0.4', '[15, 48]', '[-40, -7]', '[-7.0]']
['12:24:14.425', '0.4', '[15, 1]', '[-40, -7]', '[-7.0]']
['12:24:14.645', '0.4', '[15, 1]', '[-40, -68]', '[-7.0]']
['12:24:14.828', '0.4', '[15, 1]', '[-40, -68]', '[23.0]']
['12:24:23.068', '0.6', '[15, 1]', '[-40, -68]', '[23.0]']
['12:24:23.269', '0.6', '[79, 1]', '[-40, -68]', '[23.0]']
['12:24:23.445', '0.6', '[79, 1]', '[56, -68]', '[23.0]']
['12:24:23.649', '0.6', '[79, 48]', '[56, -68]', '[23.0]']
['12:24:23.894', '0.6', '[79, 48]', '[56, 85]', '[23.0]']
['12:24:24.094', '0.6', '[79, 48]', '[56, 85]', '[-68.0]']
['12:24:32.514', '0.6', '[47, 48]', '[56, 85]', '[-68.0]']
['12:24:32.718', '0.6', '[47, 48]', '[-9, 85]', '[-68.0]']
['12:24:32.915', '0.6', '[47, 64]', '[-9, 85]', '[-68.0]']
['12:24:33.137', '0.6', '[47, 64]', '[-9, -7]', '[-68.0]']
['12:24:33.337', '0.6', '[47, 64]', '[-9, -7]', '[85.0]']
['12:24:41.508', '0.2', '[47, 64]', '[-9, -7]', '[85.0]']
['12:24:41.713', '0.2', '[15, 64]', '[-9, -7]', '[85.0]']
['12:24:41.935', '0.2', '[15, 64]', '[-56, -7]', '[85.0]']
['12:24:42.153', '0.2', '[15, 17]', '[-56, -7]', '[85.0]']
['12:24:42.352', '0.2', '[15, 17]', '[-56, -37]', '[85.0]']
['12:24:42.525', '0.2', '[15, 17]', '[-56, -37]', '[69.0]']
['12:24:50.754', '0.0', '[15, 17]', '[-56, -37]', '[69.0]']
['12:24:51.558', '0.0', '[15, 17]', '[-56, 55]', '[69.0]']
['12:24:51.758', '0.0', '[15, 17]', '[-56, 55]', '[-54.0]']
['12:25:00.000', '0.5', '[15, 17]', '[-56, 55]', '[-54.0]']
['12:25:00.197', '0.5', '[47, 17]', '[-56, 55]', '[-54.0]']
['12:25:00.401', '0.5', '[47, 17]', '[-87, 55]', '[-54.0]']
['12:25:00.802', '0.5', '[47, 17]', '[-87, -6]', '[-54.0]']
['12:25:01.000', '0.5', '[47, 17]', '[-87, -6]', '[37.0]']
['12:25:09.219', '0.6', '[47, 17]', '[-87, -6]', '[37.0]']
['12:25:09.417', '0.6', '[0, 17]', '[-87, -6]', '[37.0]']
['12:25:09.618', '0.6', '[0, 17]', '[-38, -6]', '[37.0]']
['12:25:09.828', '0.6', '[0, 2]', '[-38, -6]', '[37.0]']
['12:25:10.044', '0.6', '[0, 2]', '[-38, 24]', '[37.0]']
['12:25:10.244', '0.6', '[0, 2]', '[-38, 24]', '[67.0]']
['12:25:18.439', '0.7', '[0, 2]', '[-38, 24]', '[67.0]']
['12:25:18.842', '0.7', '[0, 2]', '[-85, 24]', '[67.0]']
['12:25:19.050', '0.7', '[0, 80]', '[-85, 24]', '[67.0]']
['12:25:19.265', '0.7', '[0, 80]', '[-85, -6]', '[67.0]']
['12:25:19.491', '0.7', '[0, 80]', '[-85, -6]', '[-25.0]']
['12:25:27.711', '0.5', '[0, 80]', '[-85, -6]', '[-25.0]']
['12:25:27.876', '0.5', '[80, 80]', '[-85, -6]', '[-25.0]']
['12:25:28.080', '0.5', '[80, 80]', '[-69, -6]', '[-25.0]']
['12:25:28.284', '0.5', '[80, 33]', '[-69, -6]', '[-25.0]']
['12:25:28.513', '0.5', '[80, 33]', '[-69, 24]', '[-25.0]']
['12:25:28.733', '0.5', '[80, 33]', '[-69, 24]', '[-71.0]']
['12:25:36.906', '0.8', '[80, 33]', '[-69, 24]', '[-71.0]']
['12:25:37.354', '0.8', '[80, 33]', '[-52, 24]', '[-71.0]']
['12:25:37.534', '0.8', '[80, 79]', '[-52, 24]', '[-71.0]']
['12:25:37.736', '0.8', '[80, 79]', '[-52, -52]', '[-71.0]']
['12:25:37.956', '0.8', '[80, 79]', '[-52, -52]', '[-24.0]']
['12:25:46.172', '0.7', '[80, 79]', '[-52, -52]', '[-24.0]']
['12:25:46.379', '0.7', '[32, 79]', '[-52, -52]', '[-24.0]']
['12:25:46.574', '0.7', '[32, 79]', '[-83, -52]', '[-24.0]']
['12:25:46.779', '0.7', '[32, 16]', '[-83, -52]', '[-24.0]']
['12:25:46.970', '0.7', '[32, 16]', '[-83, 55]', '[-24.0]']
['12:25:47.160', '0.7', '[32, 16]', '[-83, 55]', '[-39.0]']
['12:25:55.374', '0.3', '[32, 16]', '[-83, 55]', '[-39.0]']
['12:25:55.576', '0.3', '[0, 16]', '[-83, 55]', '[-39.0]']
['12:25:55.796', '0.3', '[0, 16]', '[-51, 55]', '[-39.0]']
['12:25:55.993', '0.3', '[0, 79]', '[-51, 55]', '[-39.0]']
['12:25:56.192', '0.3', '[0, 79]', '[-51, 85]', '[-39.0]']
['12:25:56.392', '0.3', '[0, 79]', '[-51, 85]', '[37.0]']
['12:26:04.619', '0.2', '[0, 79]', '[-51, 85]', '[37.0]']
['12:26:04.816', '0.2', '[48, 79]', '[-51, 85]', '[37.0]']
['12:26:05.017', '0.2', '[48, 79]', '[13, 85]', '[37.0]']
['12:26:05.214', '0.2', '[48, 16]', '[13, 85]', '[37.0]']
['12:26:05.419', '0.2', '[48, 16]', '[13, 38]', '[37.0]']
['12:26:05.669', '0.2', '[48, 16]', '[13, 38]', '[-70.0]']
['12:26:13.844', '0.1', '[48, 16]', '[13, 38]', '[-70.0]']
['12:26:14.046', '0.1', '[0, 16]', '[13, 38]', '[-70.0]']
['12:26:14.261', '0.1', '[0, 16]', '[90, 38]', '[-70.0]']
['12:26:14.467', '0.1', '[0, 79]', '[90, 38]', '[-70.0]']
['12:26:14.688', '0.1', '[0, 79]', '[90, 22]', '[-70.0]']
['12:26:14.860', '0.1', '[0, 79]', '[90, 22]', '[37.0]']
['12:26:23.286', '0.1', '[48, 79]', '[90, 22]', '[37.0]']
['12:26:23.465', '0.1', '[48, 79]', '[-86, 22]', '[37.0]']
['12:26:23.669', '0.1', '[48, 47]', '[-86, 22]', '[37.0]']
['12:26:23.886', '0.1', '[48, 47]', '[-86, 37]', '[37.0]']
['12:26:24.081', '0.1', '[48, 47]', '[-86, 37]', '[-24.0]']
['12:26:32.408', '0.8', '[48, 47]', '[-86, 37]', '[-24.0]']
['12:26:32.534', '0.8', '[0, 47]', '[-86, 37]', '[-24.0]']
['12:26:32.948', '0.8', '[0, 47]', '[26, 37]', '[-24.0]']
['12:26:32.951', '0.8', '[0, 16]', '[26, 37]', '[-24.0]']
['12:26:33.655', '0.8', '[0, 16]', '[26, -55]', '[-24.0]']
['12:26:33.656', '0.8', '[0, 16]', '[26, -55]', '[-39.0]']
['12:26:41.553', '0.6', '[0, 16]', '[26, -55]', '[-39.0]']
['12:26:41.754', '0.6', '[64, 16]', '[26, -55]', '[-39.0]']
['12:26:41.954', '0.6', '[64, 16]', '[-22, -55]', '[-39.0]']
['12:26:42.355', '0.6', '[64, 16]', '[-22, 7]', '[-39.0]']
['12:26:42.559', '0.6', '[64, 16]', '[-22, 7]', '[-23.0]']
['12:26:50.779', '0.0', '[64, 16]', '[-22, 7]', '[-23.0]']
['12:26:50.982', '0.0', '[48, 16]', '[-22, 7]', '[-23.0]']
['12:26:51.186', '0.0', '[48, 16]', '[-6, 7]', '[-23.0]']
['12:26:51.399', '0.0', '[48, 47]', '[-6, 7]', '[-23.0]']
['12:26:51.595', '0.0', '[48, 47]', '[-6, 52]', '[-23.0]']
['12:26:51.797', '0.0', '[48, 47]', '[-6, 52]', '[-54.0]']
['12:27:00.018', '0.4', '[48, 47]', '[-6, 52]', '[-54.0]']
['12:27:00.442', '0.4', '[48, 47]', '[26, 52]', '[-54.0]']
['12:27:00.645', '0.4', '[48, 78]', '[26, 52]', '[-54.0]']
['12:27:00.845', '0.4', '[48, 78]', '[26, -70]', '[-54.0]']
['12:27:01.029', '0.4', '[48, 78]', '[26, -70]', '[-83.0]']
['12:27:09.263', '0.7', '[48, 78]', '[26, -70]', '[-83.0]']
['12:27:09.482', '0.7', '[64, 78]', '[26, -70]', '[-83.0]']
['12:27:09.689', '0.7', '[64, 78]', '[74, -70]', '[-83.0]']
['12:27:09.889', '0.7', '[64, 46]', '[74, -70]', '[-83.0]']
['12:27:10.086', '0.7', '[64, 46]', '[74, -54]', '[-83.0]']
['12:27:10.306', '0.7', '[64, 46]', '[74, -54]', '[23.0]']
['12:27:18.481', '0.3', '[64, 46]', '[74, -54]', '[23.0]']
['12:27:18.681', '0.3', '[32, 46]', '[74, -54]', '[23.0]']
['12:27:18.878', '0.3', '[32, 46]', '[-23, -54]', '[23.0]']
['12:27:19.082', '0.3', '[32, 77]', '[-23, -54]', '[23.0]']
['12:27:19.304', '0.3', '[32, 77]', '[-23, -83]', '[23.0]']
['12:27:19.508', '0.3', '[32, 77]', '[-23, -83]', '[9.0]']
['12:27:27.780', '0.7', '[32, 77]', '[-23, -83]', '[9.0]']
['12:27:28.131', '0.7', '[32, 77]', '[-55, -83]', '[9.0]']
['12:27:28.330', '0.7', '[32, 45]', '[-55, -83]', '[9.0]']
['12:27:28.533', '0.7', '[32, 45]', '[-55, 54]', '[9.0]']
['12:27:28.754', '0.7', '[32, 45]', '[-55, 54]', '[-7.0]']
['12:27:36.976', '0.1', '[32, 45]', '[-55, 54]', '[-7.0]']
['12:27:37.152', '0.1', '[80, 45]', '[-55, 54]', '[-7.0]']
['12:27:37.356', '0.1', '[80, 45]', '[57, 54]', '[-7.0]']
['12:27:37.560', '0.1', '[80, 14]', '[57, 54]', '[-7.0]']
['12:27:37.794', '0.1', '[80, 14]', '[57, -53]', '[-7.0]']
['12:27:37.998', '0.1', '[80, 14]', '[57, -53]', '[54.0]']
['12:27:46.216', '0.9', '[80, 14]', '[57, -53]', '[54.0]']
['12:27:46.396', '0.9', '[48, 14]', '[57, -53]', '[54.0]']
['12:27:46.597', '0.9', '[48, 14]', '[-72, -53]', '[54.0]']
['12:27:46.798', '0.9', '[48, 61]', '[-72, -53]', '[54.0]']
['12:27:47.002', '0.9', '[48, 61]', '[-72, -22]', '[54.0]']
['12:27:55.417', '0.7', '[48, 61]', '[-72, -22]', '[54.0]']
['12:27:55.621', '0.7', '[79, 61]', '[-72, -22]', '[54.0]']
['12:27:55.825', '0.7', '[79, 61]', '[73, -22]', '[54.0]']
['12:27:56.044', '0.7', '[79, 0]', '[73, -22]', '[54.0]']
['12:27:56.246', '0.7', '[79, 0]', '[73, -68]', '[54.0]']
['12:27:56.440', '0.7', '[79, 0]', '[73, -68]', '[69.0]']
['12:28:04.684', '0.3', '[79, 0]', '[73, -68]', '[69.0]']
['12:28:04.850', '0.3', '[31, 0]', '[73, -68]', '[69.0]']
['12:28:05.060', '0.3', '[31, 0]', '[24, -68]', '[69.0]']
['12:28:05.262', '0.3', '[31, 78]', '[24, -68]', '[69.0]']
['12:28:05.470', '0.3', '[31, 78]', '[24, -6]', '[69.0]']
['12:28:05.683', '0.3', '[31, 78]', '[24, -6]', '[37.0]']
['12:28:14.103', '0.3', '[63, 78]', '[24, -6]', '[37.0]']
['12:28:14.303', '0.3', '[63, 78]', '[-24, -6]', '[37.0]']
['12:28:14.504', '0.3', '[63, 46]', '[-24, -6]', '[37.0]']
['12:28:14.703', '0.3', '[63, 46]', '[-24, 70]', '[37.0]']
['12:28:14.906', '0.3', '[63, 46]', '[-24, 70]', '[7.0]']
['12:28:23.127', '0.4', '[63, 46]', '[-24, 70]', '[7.0]']
['12:28:23.330', '0.4', '[47, 46]', '[-24, 70]', '[7.0]']
['12:28:23.728', '0.4', '[47, 31]', '[-24, 70]', '[7.0]']
['12:28:23.930', '0.4', '[47, 31]', '[-24, 38]', '[7.0]']
['12:28:24.134', '0.4', '[47, 31]', '[-24, 38]', '[36.0]']
['12:28:32.373', '0.7', '[47, 31]', '[-24, 38]', '[36.0]']
['12:28:32.574', '0.7', '[0, 31]', '[-24, 38]', '[36.0]']
['12:28:32.775', '0.7', '[0, 31]', '[-56, 38]', '[36.0]']
['12:28:32.973', '0.7', '[0, 78]', '[-56, 38]', '[36.0]']
['12:28:33.176', '0.7', '[0, 78]', '[-56, -8]', '[36.0]']
['12:28:33.379', '0.7', '[0, 78]', '[-56, -8]', '[-71.0]']
['12:28:41.595', '0.5', '[0, 78]', '[-56, -8]', '[-71.0]']
['12:28:41.795', '0.5', '[48, 78]', '[-56, -8]', '[-71.0]']
['12:28:41.997', '0.5', '[48, 78]', '[24, -8]', '[-71.0]']
['12:28:42.405', '0.5', '[48, 78]', '[24, -23]', '[-71.0]']
['12:28:42.608', '0.5', '[48, 78]', '[24, -23]', '[82.0]']
['12:28:50.869', '0.0', '[48, 78]', '[24, -23]', '[82.0]']
['12:28:51.227', '0.0', '[48, 78]', '[40, -23]', '[82.0]']
['12:28:51.431', '0.0', '[48, 15]', '[40, -23]', '[82.0]']
['12:28:51.661', '0.0', '[48, 15]', '[40, -38]', '[82.0]']
['12:29:00.277', '0.0', '[79, 15]', '[40, -38]', '[82.0]']
['12:29:00.478', '0.0', '[79, 15]', '[-88, -38]', '[82.0]']
['12:29:00.678', '0.0', '[79, 46]', '[-88, -38]', '[82.0]']
['12:29:00.877', '0.0', '[79, 46]', '[-88, 69]', '[82.0]']
['12:29:01.080', '0.0', '[79, 46]', '[-88, 69]', '[-85.0]']
['12:29:09.299', '0.2', '[79, 46]', '[-88, 69]', '[-85.0]']
['12:29:09.502', '0.2', '[0, 46]', '[-88, 69]', '[-85.0]']
['12:29:09.710', '0.2', '[0, 46]', '[-72, 69]', '[-85.0]']
['12:29:09.904', '0.2', '[0, 62]', '[-72, 69]', '[-85.0]']
['12:29:10.111', '0.2', '[0, 62]', '[-72, 22]', '[-85.0]']
['12:29:18.524', '0.9', '[0, 62]', '[-72, 22]', '[-85.0]']
['12:29:18.731', '0.9', '[80, 62]', '[-72, 22]', '[-85.0]']
['12:29:18.935', '0.9', '[80, 62]', '[-7, 22]', '[-85.0]']
['12:29:19.175', '0.9', '[80, 15]', '[-7, 22]', '[-85.0]']
['12:29:19.375', '0.9', '[80, 15]', '[-7, 53]', '[-85.0]']
['12:29:19.572', '0.9', '[80, 15]', '[-7, 53]', '[-9.0]']
['12:29:27.771', '0.3', '[80, 15]', '[-7, 53]', '[-9.0]']
['12:29:27.996', '0.3', '[0, 15]', '[-7, 53]', '[-9.0]']
['12:29:28.216', '0.3', '[0, 15]', '[25, 53]', '[-9.0]']
['12:29:28.396', '0.3', '[0, 78]', '[25, 53]', '[-9.0]']
['12:29:28.575', '0.3', '[0, 78]', '[25, -8]', '[-9.0]']
['12:29:28.796', '0.3', '[0, 78]', '[25, -8]', '[7.0]']
['12:29:36.992', '0.8', '[0, 78]', '[25, -8]', '[7.0]']
['12:29:37.215', '0.8', '[48, 78]', '[25, -8]', '[7.0]']
['12:29:37.416', '0.8', '[48, 78]', '[-23, -8]', '[7.0]']
['12:29:37.634', '0.8', '[48, 0]', '[-23, -8]', '[7.0]']
['12:29:37.801', '0.8', '[48, 0]', '[-23, -23]', '[7.0]']
['12:29:38.034', '0.8', '[48, 0]', '[-23, -23]', '[67.0]']
['12:29:46.237', '0.5', '[48, 0]', '[-23, -23]', '[67.0]']
['12:29:46.434', '0.5', '[64, 0]', '[-23, -23]', '[67.0]']
['12:29:46.635', '0.5', '[64, 0]', '[73, -23]', '[67.0]']
['12:29:46.836', '0.5', '[64, 63]', '[73, -23]', '[67.0]']
['12:29:47.052', '0.5', '[64, 63]', '[73, 22]', '[67.0]']
['12:29:47.253', '0.5', '[64, 63]', '[73, 22]', '[-71.0]']
['12:29:55.475', '0.4', '[64, 63]', '[73, 22]', '[-71.0]']
['12:29:55.676', '0.4', '[79, 63]', '[73, 22]', '[-71.0]']
['12:29:55.876', '0.4', '[79, 63]', '[40, 22]', '[-71.0]']
['12:29:56.080', '0.4', '[79, 0]', '[40, 22]', '[-71.0]']
['12:29:56.281', '0.4', '[79, 0]', '[40, 68]', '[-71.0]']
['12:29:56.479', '0.4', '[79, 0]', '[40, 68]', '[-84.0]']
['12:30:04.895', '0.4', '[47, 0]', '[40, 68]', '[-84.0]']
['12:30:05.098', '0.4', '[47, 0]', '[56, 68]', '[-84.0]']
['12:30:05.522', '0.4', '[47, 0]', '[56, 7]', '[-84.0]']
['12:30:05.723', '0.4', '[47, 0]', '[56, 7]', '[53.0]']
['12:30:13.910', '0.7', '[47, 0]', '[56, 7]', '[53.0]']
['12:30:14.147', '0.7', '[15, 0]', '[56, 7]', '[53.0]']
['12:30:14.345', '0.7', '[15, 0]', '[23, 7]', '[53.0]']
['12:30:14.544', '0.7', '[15, 63]', '[23, 7]', '[53.0]']
['12:30:14.733', '0.7', '[15, 63]', '[23, -24]', '[53.0]']
['12:30:14.948', '0.7', '[15, 63]', '[23, -24]', '[83.0]']
['12:30:23.190', '0.6', '[15, 63]', '[23, -24]', '[83.0]']
['12:30:23.389', '0.6', '[63, 63]', '[23, -24]', '[83.0]']
['12:30:23.589', '0.6', '[63, 63]', '[-40, -24]', '[83.0]']
['12:30:23.793', '0.6', '[63, 47]', '[-40, -24]', '[83.0]']
['12:30:23.990', '0.6', '[63, 47]', '[-40, 21]', '[83.0]']
['12:30:24.189', '0.6', '[63, 47]', '[-40, 21]', '[7.0]']
['12:30:32.586', '0.6', '[15, 47]', '[-40, 21]', '[7.0]']
['12:30:32.810', '0.6', '[15, 47]', '[9, 21]', '[7.0]']
['12:30:33.037', '0.6', '[15, 0]', '[9, 21]', '[7.0]']
['12:30:33.212', '0.6', '[15, 0]', '[9, -84]', '[7.0]']
['12:30:33.432', '0.6', '[15, 0]', '[9, -84]', '[52.0]']
['12:30:41.634', '0.0', '[15, 0]', '[9, -84]', '[52.0]']
['12:30:41.850', '0.0', '[79, 0]', '[9, -84]', '[52.0]']
['12:30:42.049', '0.0', '[79, 0]', '[88, -84]', '[52.0]']
['12:30:42.249', '0.0', '[79, 16]', '[88, -84]', '[52.0]']
['12:30:42.456', '0.0', '[79, 16]', '[88, -54]', '[52.0]']
['12:30:42.656', '0.0', '[79, 16]', '[88, -54]', '[21.0]']
['12:30:50.878', '0.2', '[79, 16]', '[88, -54]', '[21.0]']
['12:30:51.070', '0.2', '[31, 16]', '[88, -54]', '[21.0]']
['12:30:51.262', '0.2', '[31, 16]', '[-88, -54]', '[21.0]']
['12:30:51.477', '0.2', '[31, 47]', '[-88, -54]', '[21.0]']
['12:30:51.674', '0.2', '[31, 47]', '[-88, -23]', '[21.0]']
['12:30:51.881', '0.2', '[31, 47]', '[-88, -23]', '[-55.0]']
['12:31:00.125', '0.4', '[31, 47]', '[-88, -23]', '[-55.0]']
['12:31:00.521', '0.4', '[31, 47]', '[72, -23]', '[-55.0]']
['12:31:00.707', '0.4', '[31, 0]', '[72, -23]', '[-55.0]']
['12:31:00.921', '0.4', '[31, 0]', '[72, 37]', '[-55.0]']
['12:31:01.124', '0.4', '[31, 0]', '[72, 37]', '[-84.0]']
['12:31:09.364', '0.2', '[31, 0]', '[72, 37]', '[-84.0]']
['12:31:09.544', '0.2', '[63, 0]', '[72, 37]', '[-84.0]']
['12:31:09.766', '0.2', '[63, 0]', '[-88, 37]', '[-84.0]']
['12:31:09.968', '0.2', '[63, 78]', '[-88, 37]', '[-84.0]']
['12:31:10.192', '0.2', '[63, 78]', '[-88, -24]', '[-84.0]']
['12:31:10.363', '0.2', '[63, 78]', '[-88, -24]', '[37.0]']
['12:31:18.558', '0.4', '[63, 78]', '[-88, -24]', '[37.0]']
['12:31:18.758', '0.4', '[15, 78]', '[-88, -24]', '[37.0]']
['12:31:18.961', '0.4', '[15, 78]', '[40, -24]', '[37.0]']
['12:31:19.184', '0.4', '[15, 62]', '[40, -24]', '[37.0]']
['12:31:19.385', '0.4', '[15, 62]', '[40, 52]', '[37.0]']
['12:31:19.587', '0.4', '[15, 62]', '[40, 52]', '[52.0]']
['12:31:27.829', '0.8', '[15, 62]', '[40, 52]', '[52.0]']
['12:31:28.008', '0.8', '[63, 62]', '[40, 52]', '[52.0]']
['12:31:28.208', '0.8', '[63, 62]', '[56, 52]', '[52.0]']
['12:31:28.408', '0.8', '[63, 31]', '[56, 52]', '[52.0]']
['12:31:28.611', '0.8', '[63, 31]', '[56, 82]', '[52.0]']
['12:31:28.829', '0.8', '[63, 31]', '[56, 82]', '[36.0]']
['12:31:37.028', '0.1', '[63, 31]', '[56, 82]', '[36.0]']
['12:31:37.433', '0.1', '[63, 31]', '[71, 82]', '[36.0]']
['12:31:37.852', '0.1', '[63, 31]', '[71, 81]', '[36.0]']
['12:31:38.046', '0.1', '[63, 31]', '[71, 81]', '[-56.0]']
['12:31:46.274', '0.7', '[63, 31]', '[71, 81]', '[-56.0]']
['12:31:46.470', '0.7', '[47, 31]', '[71, 81]', '[-56.0]']
['12:31:46.662', '0.7', '[47, 31]', '[-89, 81]', '[-56.0]']
['12:31:46.896', '0.7', '[47, 46]', '[-89, 81]', '[-56.0]']
['12:31:47.099', '0.7', '[47, 46]', '[-89, 19]', '[-56.0]']
['12:31:55.493', '0.3', '[47, 46]', '[-89, 19]', '[-56.0]']
['12:31:55.903', '0.3', '[47, 46]', '[8, 19]', '[-56.0]']
['12:31:56.110', '0.3', '[47, 0]', '[8, 19]', '[-56.0]']
['12:31:56.339', '0.3', '[47, 0]', '[8, -41]', '[-56.0]']
['12:31:56.520', '0.3', '[47, 0]', '[8, -41]', '[81.0]']
['12:32:04.732', '0.8', '[47, 0]', '[8, -41]', '[81.0]']
['12:32:04.930', '0.8', '[63, 0]', '[8, -41]', '[81.0]']
['12:32:05.332', '0.8', '[63, 32]', '[8, -41]', '[81.0]']
['12:32:05.537', '0.8', '[63, 32]', '[8, -10]', '[81.0]']
['12:32:05.760', '0.8', '[63, 32]', '[8, -10]', '[65.0]']
['12:32:13.956', '0.0', '[63, 32]', '[8, -10]', '[65.0]']
['12:32:14.158', '0.0', '[15, 32]', '[8, -10]', '[65.0]']
['12:32:14.361', '0.0', '[15, 32]', '[23, -10]', '[65.0]']
['12:32:14.608', '0.0', '[15, 1]', '[23, -10]', '[65.0]']
['12:32:14.806', '0.0', '[15, 1]', '[23, 6]', '[65.0]']
['12:32:15.007', '0.0', '[15, 1]', '[23, 6]', '[-11.0]']
['12:32:23.203', '0.7', '[15, 1]', '[23, 6]', '[-11.0]']
['12:32:23.399', '0.7', '[31, 1]', '[23, 6]', '[-11.0]']
['12:32:23.629', '0.7', '[31, 1]', '[8, 6]', '[-11.0]']
['12:32:23.829', '0.7', '[31, 79]', '[8, 6]', '[-11.0]']
['12:32:24.025', '0.7', '[31, 79]', '[8, -25]', '[-11.0]']
['12:32:24.227', '0.7', '[31, 79]', '[8, -25]', '[-56.0]']
['12:32:32.445', '0.1', '[31, 79]', '[8, -25]', '[-56.0]']
['12:32:32.864', '0.1', '[31, 79]', '[-40, -25]', '[-56.0]']
['12:32:33.032', '0.1', '[31, 47]', '[-40, -25]', '[-56.0]']
['12:32:33.236', '0.1', '[31, 47]', '[-40, 6]', '[-56.0]']
['12:32:33.442', '0.1', '[31, 47]', '[-40, 6]', '[-85.0]']
['12:32:41.668', '0.7', '[31, 47]', '[-40, 6]', '[-85.0]']
['12:32:41.868', '0.7', '[0, 47]', '[-40, 6]', '[-85.0]']
['12:32:42.065', '0.7', '[0, 47]', '[88, 6]', '[-85.0]']
['12:32:42.268', '0.7', '[0, 63]', '[88, 6]', '[-85.0]']
['12:32:42.472', '0.7', '[0, 63]', '[88, 66]', '[-85.0]']
['12:32:42.688', '0.7', '[0, 63]', '[88, 66]', '[-70.0]']
['12:32:51.108', '0.7', '[80, 63]', '[88, 66]', '[-70.0]']
['12:32:51.309', '0.7', '[80, 63]', '[39, 66]', '[-70.0]']
['12:32:51.508', '0.7', '[80, 16]', '[39, 66]', '[-70.0]']
['12:32:51.709', '0.7', '[80, 16]', '[39, -72]', '[-70.0]']
['12:32:51.909', '0.7', '[80, 16]', '[39, -72]', '[83.0]']
['12:33:00.132', '0.9', '[80, 16]', '[39, -72]', '[83.0]']
['12:33:00.335', '0.9', '[32, 16]', '[39, -72]', '[83.0]']
['12:33:00.527', '0.9', '[32, 16]', '[-89, -72]', '[83.0]']
['12:33:00.729', '0.9', '[32, 63]', '[-89, -72]', '[83.0]']
['12:33:00.933', '0.9', '[32, 63]', '[-89, -71]', '[83.0]']
['12:33:01.139', '0.9', '[32, 63]', '[-89, -71]', '[21.0]']
['12:33:09.375', '0.1', '[32, 63]', '[-89, -71]', '[21.0]']
['12:33:09.578', '0.1', '[64, 63]', '[-89, -71]', '[21.0]']
['12:33:09.778', '0.1', '[64, 63]', '[8, -71]', '[21.0]']
['12:33:10.177', '0.1', '[64, 63]', '[8, -9]', '[21.0]']
['12:33:10.378', '0.1', '[64, 63]', '[8, -9]', '[-24.0]']
['12:33:18.586', '0.5', '[64, 63]', '[8, -9]', '[-24.0]']
['12:33:18.799', '0.5', '[48, 63]', '[8, -9]', '[-24.0]']
['12:33:19.000', '0.5', '[48, 63]', '[-56, -9]', '[-24.0]']
['12:33:19.226', '0.5', '[48, 16]', '[-56, -9]', '[-24.0]']
['12:33:19.423', '0.5', '[48, 16]', '[-56, -70]', '[-24.0]']
['12:33:19.626', '0.5', '[48, 16]', '[-56, -70]', '[82.0]']
['12:33:27.814', '0.6', '[48, 16]', '[-56, -70]', '[82.0]']
['12:33:28.246', '0.6', '[48, 16]', '[56, -70]', '[82.0]']
['12:33:28.442', '0.6', '[48, 63]', '[56, -70]', '[82.0]']
['12:33:28.642', '0.6', '[48, 63]', '[56, 8]', '[82.0]']
['12:33:37.096', '0.9', '[48, 63]', '[56, 8]', '[82.0]']
['12:33:37.261', '0.9', '[0, 63]', '[56, 8]', '[82.0]']
['12:33:37.467', '0.9', '[0, 63]', '[-73, 8]', '[82.0]']
['12:33:37.664', '0.9', '[0, 78]', '[-73, 8]', '[82.0]']
['12:33:37.862', '0.9', '[0, 78]', '[-73, 37]', '[82.0]']
