['timestamp', 'frequency', 'amplitudes', 'offsets', 'phase_biases']
['10:44:49.421', '0.2', '[32, 32]', '[-22, 34]', '[8.0]']
['10:44:49.615', '0.2', '[32, 32]', '[-85, 34]', '[8.0]']
['10:44:49.815', '0.2', '[32, 1]', '[-85, 34]', '[8.0]']
['10:44:50.021', '0.2', '[32, 1]', '[-85, 79]', '[8.0]']
['10:44:50.211', '0.2', '[32, 1]', '[-85, 79]', '[-83.0]']
['10:44:58.443', '0.0', '[32, 1]', '[-85, 79]', '[-83.0]']
['10:44:58.628', '0.0', '[16, 1]', '[-85, 79]', '[-83.0]']
['10:44:58.832', '0.0', '[16, 1]', '[-5, 79]', '[-83.0]']
['10:44:59.044', '0.0', '[16, 64]', '[-5, 79]', '[-83.0]']
['10:44:59.249', '0.0', '[16, 64]', '[-5, -58]', '[-83.0]']
['10:44:59.468', '0.0', '[16, 64]', '[-5, -58]', '[9.0]']
['10:45:07.657', '0.2', '[16, 64]', '[-5, -58]', '[9.0]']
['10:45:07.872', '0.2', '[0, 64]', '[-5, -58]', '[9.0]']
['10:45:08.077', '0.2', '[0, 64]', '[-69, -58]', '[9.0]']
['10:45:08.275', '0.2', '[0, 17]', '[-69, -58]', '[9.0]']
['10:45:08.476', '0.2', '[0, 17]', '[-69, -73]', '[9.0]']
['10:45:08.677', '0.2', '[0, 17]', '[-69, -73]', '[54.0]']
['10:45:16.914', '0.8', '[0, 17]', '[-69, -73]', '[54.0]']
['10:45:17.106', '0.8', '[64, 17]', '[-69, -73]', '[54.0]']
['10:45:17.330', '0.8', '[64, 17]', '[-35, -73]', '[54.0]']
['10:45:17.497', '0.8', '[64, 48]', '[-35, -73]', '[54.0]']
['10:45:17.701', '0.8', '[64, 48]', '[-35, 5]', '[54.0]']
['10:45:17.905', '0.8', '[64, 48]', '[-35, 5]', '[-53.0]']
['10:45:26.748', '0.8', '[64, 79]', '[-35, 5]', '[-53.0]']
['10:45:26.964', '0.8', '[64, 79]', '[-35, 19]', '[-53.0]']
['10:45:27.139', '0.8', '[64, 79]', '[-35, 19]', '[23.0]']
['10:45:35.594', '0.8', '[48, 79]', '[-35, 19]', '[23.0]']
['10:45:35.966', '0.8', '[48, 1]', '[-35, 19]', '[23.0]']
['10:45:36.195', '0.8', '[48, 1]', '[-35, -11]', '[23.0]']
['10:45:36.395', '0.8', '[48, 1]', '[-35, -11]', '[-37.0]']
['10:45:44.783', '0.8', '[0, 1]', '[-35, -11]', '[-37.0]']
['10:45:45.399', '0.8', '[0, 1]', '[-35, 5]', '[-37.0]']
['10:45:45.597', '0.8', '[0, 1]', '[-35, 5]', '[24.0]']
['10:45:54.438', '0.8', '[0, 17]', '[-35, 5]', '[24.0]']
['10:45:54.654', '0.8', '[0, 17]', '[-35, -72]', '[24.0]']
['10:45:54.828', '0.8', '[0, 17]', '[-35, -72]', '[-36.0]']
['10:46:03.049', '0.4', '[0, 17]', '[-35, -72]', '[-36.0]']
['10:46:03.251', '0.4', '[33, 17]', '[-35, -72]', '[-36.0]']
['10:46:03.462', '0.4', '[33, 17]', '[-18, -72]', '[-36.0]']
['10:46:03.662', '0.4', '[33, 79]', '[-18, -72]', '[-36.0]']
['10:46:03.866', '0.4', '[33, 79]', '[-18, -56]', '[-36.0]']
['10:46:04.065', '0.4', '[33, 79]', '[-18, -56]', '[-20.0]']
['10:46:12.291', '0.3', '[33, 79]', '[-18, -56]', '[-20.0]']
['10:46:12.482', '0.3', '[49, 79]', '[-18, -56]', '[-20.0]']
['10:46:12.691', '0.3', '[49, 79]', '[-51, -56]', '[-20.0]']
['10:46:12.893', '0.3', '[49, 47]', '[-51, -56]', '[-20.0]']
['10:46:13.094', '0.3', '[49, 47]', '[-51, 35]', '[-20.0]']
['10:46:13.318', '0.3', '[49, 47]', '[-51, 35]', '[86.0]']
['10:46:21.506', '0.1', '[49, 47]', '[-51, 35]', '[86.0]']
['10:46:21.726', '0.1', '[0, 47]', '[-51, 35]', '[86.0]']
['10:46:21.924', '0.1', '[0, 47]', '[-90, 35]', '[86.0]']
['10:46:22.128', '0.1', '[0, 63]', '[-90, 35]', '[86.0]']
['10:46:22.326', '0.1', '[0, 63]', '[-90, 80]', '[86.0]']
['10:46:22.530', '0.1', '[0, 63]', '[-90, 80]', '[39.0]']
['10:46:30.760', '0.0', '[0, 63]', '[-90, 80]', '[39.0]']
['10:46:30.962', '0.0', '[16, 63]', '[-90, 80]', '[39.0]']
['10:46:31.178', '0.0', '[16, 63]', '[-41, 80]', '[39.0]']
['10:46:31.549', '0.0', '[16, 63]', '[-41, -87]', '[39.0]']
['10:46:31.754', '0.0', '[16, 63]', '[-41, -87]', '[9.0]']
['10:46:39.987', '0.4', '[16, 63]', '[-41, -87]', '[9.0]']
['10:46:40.193', '0.4', '[48, 63]', '[-41, -87]', '[9.0]']
['10:46:40.794', '0.4', '[48, 63]', '[-41, -86]', '[9.0]']
['10:46:40.991', '0.4', '[48, 63]', '[-41, -86]', '[-22.0]']
['10:46:49.217', '0.6', '[48, 63]', '[-41, -86]', '[-22.0]']
['10:46:49.400', '0.6', '[16, 63]', '[-41, -86]', '[-22.0]']
['10:46:49.615', '0.6', '[16, 63]', '[-72, -86]', '[-22.0]']
['10:46:49.815', '0.6', '[16, 0]', '[-72, -86]', '[-22.0]']
['10:46:50.016', '0.6', '[16, 0]', '[-72, -71]', '[-22.0]']
['10:46:50.224', '0.6', '[16, 0]', '[-72, -71]', '[-37.0]']
['10:46:58.431', '0.9', '[16, 0]', '[-72, -71]', '[-37.0]']
['10:46:58.630', '0.9', '[32, 0]', '[-72, -71]', '[-37.0]']
['10:46:58.830', '0.9', '[32, 0]', '[-39, -71]', '[-37.0]']
['10:46:59.251', '0.9', '[32, 0]', '[-39, -70]', '[-37.0]']
['10:46:59.452', '0.9', '[32, 0]', '[-39, -70]', '[-21.0]']
['10:47:07.654', '0.0', '[32, 0]', '[-39, -70]', '[-21.0]']
['10:47:07.861', '0.0', '[48, 0]', '[-39, -70]', '[-21.0]']
['10:47:08.086', '0.0', '[48, 0]', '[-70, -70]', '[-21.0]']
['10:47:08.266', '0.0', '[48, 78]', '[-70, -70]', '[-21.0]']
['10:47:08.479', '0.0', '[48, 78]', '[-70, 68]', '[-21.0]']
['10:47:08.680', '0.0', '[48, 78]', '[-70, 68]', '[-36.0]']
['10:47:16.913', '0.6', '[48, 78]', '[-70, 68]', '[-36.0]']
['10:47:17.115', '0.6', '[79, 78]', '[-70, 68]', '[-36.0]']
['10:47:17.312', '0.6', '[79, 78]', '[58, 68]', '[-36.0]']
['10:47:17.495', '0.6', '[79, 15]', '[58, 68]', '[-36.0]']
['10:47:17.709', '0.6', '[79, 15]', '[58, 36]', '[-36.0]']
['10:47:17.908', '0.6', '[79, 15]', '[58, 36]', '[-5.0]']
['10:47:26.149', '0.7', '[79, 15]', '[58, 36]', '[-5.0]']
['10:47:26.345', '0.7', '[63, 15]', '[58, 36]', '[-5.0]']
['10:47:26.522', '0.7', '[63, 15]', '[-22, 36]', '[-5.0]']
['10:47:26.740', '0.7', '[63, 46]', '[-22, 36]', '[-5.0]']
['10:47:26.927', '0.7', '[63, 46]', '[-22, -40]', '[-5.0]']
['10:47:27.131', '0.7', '[63, 46]', '[-22, -40]', '[40.0]']
STOP
['10:48:53.294', '0.0', '[0, 0]', '[0, 0]', '[0.0]']
['10:48:53.669', '0.0', '[0.0, 0.0]', '[0.0, 0.0]', '[0.0]']
['10:48:55.490', '0.0', '[0.0, 0.0]', '[0.0, -27]', '[0.0]']
['10:48:55.494', '0.0', '[0.0, 0.0]', '[0.0, -34]', '[0.0]']
['10:48:55.496', '0.0', '[0.0, 0.0]', '[0.0, -40]', '[0.0]']
['10:48:55.498', '0.0', '[0.0, 0.0]', '[0.0, -41]', '[0.0]']
['10:48:55.498', '0.0', '[0.0, 0.0]', '[0.0, -44]', '[0.0]']
['10:48:55.500', '0.0', '[0.0, 0.0]', '[0.0, -46]', '[0.0]']
['10:48:55.501', '0.0', '[0.0, 0.0]', '[0.0, -48]', '[0.0]']
['10:48:55.502', '0.0', '[0.0, 0.0]', '[0.0, -55]', '[0.0]']
['10:48:55.505', '0.0', '[0.0, 0.0]', '[0.0, -58]', '[0.0]']
['10:48:55.506', '0.0', '[0.0, 0.0]', '[0.0, -60]', '[0.0]']
['10:48:55.507', '0.0', '[0.0, 0.0]', '[0.0, -62]', '[0.0]']
['10:48:55.509', '0.0', '[0.0, 0.0]', '[0.0, -64]', '[0.0]']
['10:48:55.510', '0.0', '[0.0, 0.0]', '[0.0, -66]', '[0.0]']
['10:48:55.542', '0.0', '[0.0, 0.0]', '[0.0, -77]', '[0.0]']
['10:48:55.543', '0.0', '[0.0, 0.0]', '[0.0, -90]', '[0.0]']
['10:48:56.461', '0.0', '[0.0, 0.0]', '[-1, -90]', '[0.0]']
['10:48:56.461', '0.0', '[0.0, 0.0]', '[-33, -90]', '[0.0]']
['10:48:56.464', '0.0', '[0.0, 0.0]', '[-36, -90]', '[0.0]']
['10:48:56.466', '0.0', '[0.0, 0.0]', '[-39, -90]', '[0.0]']
['10:48:56.468', '0.0', '[0.0, 0.0]', '[-44, -90]', '[0.0]']
['10:48:56.470', '0.0', '[0.0, 0.0]', '[-48, -90]', '[0.0]']
['10:48:56.471', '0.0', '[0.0, 0.0]', '[-53, -90]', '[0.0]']
['10:48:56.473', '0.0', '[0.0, 0.0]', '[-55, -90]', '[0.0]']
['10:48:56.474', '0.0', '[0.0, 0.0]', '[-56, -90]', '[0.0]']
['10:48:56.476', '0.0', '[0.0, 0.0]', '[-58, -90]', '[0.0]']
['10:48:56.476', '0.0', '[0.0, 0.0]', '[-60, -90]', '[0.0]']
['10:48:56.478', '0.0', '[0.0, 0.0]', '[-61, -90]', '[0.0]']
['10:48:56.480', '0.0', '[0.0, 0.0]', '[-65, -90]', '[0.0]']
['10:48:56.480', '0.0', '[0.0, 0.0]', '[-67, -90]', '[0.0]']
['10:48:56.481', '0.0', '[0.0, 0.0]', '[-70, -90]', '[0.0]']
['10:48:56.482', '0.0', '[0.0, 0.0]', '[-72, -90]', '[0.0]']
['10:48:56.519', '0.0', '[0.0, 0.0]', '[-74, -90]', '[0.0]']
['10:48:56.520', '0.0', '[0.0, 0.0]', '[-90, -90]', '[0.0]']
['10:48:57.685', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-1.0]']
['10:48:57.701', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-2.0]']
['10:48:57.706', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-3.0]']
['10:48:57.710', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-5.0]']
['10:48:57.733', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-16.0]']
['10:48:57.734', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-18.0]']
['10:48:57.736', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-20.0]']
['10:48:57.761', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-79.0]']
['10:48:57.782', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-90.0]']
STOP
['10:54:10.398', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-90.0]']
['10:54:13.018', '0.0', '[0.0, 0.0]', '[0, -90]', '[-90.0]']
['10:54:13.018', '0.0', '[0.0, 0.0]', '[0, 0]', '[-90.0]']
['10:54:13.018', '0.0', '[0.0, 0.0]', '[0, 0]', '[0.0]']
['10:54:13.019', '0.0', '[0.0, 0.0]', '[0, 0]', '[0.0]']
['10:54:13.025', '0.0', '[0.0, 0.0]', '[0.0, 0.0]', '[0.0]']
['10:54:15.035', '0.0', '[0.0, 0.0]', '[0.0, -1]', '[0.0]']
['10:54:15.079', '0.0', '[0.0, 0.0]', '[0.0, -8]', '[0.0]']
['10:54:15.081', '0.0', '[0.0, 0.0]', '[0.0, -10]', '[0.0]']
['10:54:15.082', '0.0', '[0.0, 0.0]', '[0.0, -11]', '[0.0]']
['10:54:15.124', '0.0', '[0.0, 0.0]', '[0.0, -32]', '[0.0]']
['10:54:15.126', '0.0', '[0.0, 0.0]', '[0.0, -33]', '[0.0]']
['10:54:15.128', '0.0', '[0.0, 0.0]', '[0.0, -34]', '[0.0]']
['10:54:15.129', '0.0', '[0.0, 0.0]', '[0.0, -35]', '[0.0]']
['10:54:15.135', '0.0', '[0.0, 0.0]', '[0.0, -36]', '[0.0]']
['10:54:15.155', '0.0', '[0.0, 0.0]', '[0.0, -55]', '[0.0]']
['10:54:15.156', '0.0', '[0.0, 0.0]', '[0.0, -56]', '[0.0]']
['10:54:15.157', '0.0', '[0.0, 0.0]', '[0.0, -57]', '[0.0]']
['10:54:15.159', '0.0', '[0.0, 0.0]', '[0.0, -59]', '[0.0]']
['10:54:15.160', '0.0', '[0.0, 0.0]', '[0.0, -66]', '[0.0]']
['10:54:15.162', '0.0', '[0.0, 0.0]', '[0.0, -71]', '[0.0]']
['10:54:15.163', '0.0', '[0.0, 0.0]', '[0.0, -74]', '[0.0]']
['10:54:15.207', '0.0', '[0.0, 0.0]', '[0.0, -76]', '[0.0]']
['10:54:15.208', '0.0', '[0.0, 0.0]', '[0.0, -90]', '[0.0]']
['10:54:15.898', '0.0', '[0.0, 0.0]', '[-55, -90]', '[0.0]']
['10:54:15.907', '0.0', '[0.0, 0.0]', '[-90, -90]', '[0.0]']
['10:54:16.648', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-11.0]']
['10:54:16.650', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-12.0]']
['10:54:16.652', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-14.0]']
['10:54:16.653', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-16.0]']
['10:54:16.654', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-18.0]']
['10:54:16.655', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-20.0]']
['10:54:16.656', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-21.0]']
['10:54:16.658', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-23.0]']
['10:54:16.659', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-28.0]']
['10:54:16.660', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-31.0]']
['10:54:16.662', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-32.0]']
['10:54:16.663', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-34.0]']
['10:54:16.664', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-38.0]']
['10:54:16.700', '0.0', '[0.0, 0.0]', '[-90, -90]', '[-90.0]']
['10:54:44.939', '0.5', '[0.0, 0.0]', '[-90, -90]', '[-90.0]']
['10:54:45.162', '0.5', '[80, 0.0]', '[-90, -90]', '[-90.0]']
['10:54:45.387', '0.5', '[80, 0.0]', '[-74, -90]', '[-90.0]']
['10:54:45.536', '0.5', '[80, 47]', '[-74, -90]', '[-90.0]']
['10:54:45.739', '0.5', '[80, 47]', '[-74, -13]', '[-90.0]']
['10:54:45.943', '0.5', '[80, 47]', '[-74, -13]', '[62.0]']
['10:54:54.155', '0.9', '[80, 47]', '[-74, -13]', '[62.0]']
['10:54:54.399', '0.9', '[64, 47]', '[-74, -13]', '[62.0]']
['10:54:54.575', '0.9', '[64, 47]', '[-40, -13]', '[62.0]']
['10:54:54.790', '0.9', '[64, 78]', '[-40, -13]', '[62.0]']
['10:54:54.974', '0.9', '[64, 78]', '[-40, 48]', '[62.0]']
['10:54:55.179', '0.9', '[64, 78]', '[-40, 48]', '[-30.0]']
['10:55:03.606', '0.9', '[0, 78]', '[-40, 48]', '[-30.0]']
['10:55:03.804', '0.9', '[0, 78]', '[72, 48]', '[-30.0]']
['10:55:04.004', '0.9', '[0, 46]', '[72, 48]', '[-30.0]']
['10:55:04.208', '0.9', '[0, 46]', '[72, 79]', '[-30.0]']
['10:55:04.413', '0.9', '[0, 46]', '[72, 79]', '[-60.0]']
['10:55:14.584', '0.0', '[0, 46]', '[72, 79]', '[-60.0]']
['10:55:14.584', '0.0', '[0.0, 46]', '[0, 79]', '[-60.0]']
['10:55:14.584', '0.0', '[0.0, 0]', '[0, 0.0]', '[-60.0]']
['10:55:14.585', '0.0', '[0.0, 0]', '[0, 0]', '[-60.0]']
['10:55:14.585', '0.0', '[0.0, 0]', '[0, 0]', '[0.0]']
['10:55:14.585', '0.0', '[0.0, 0]', '[0, 0]', '[0.0]']
['10:55:21.493', '0.0', '[0.0, 0]', '[-90, 0]', '[0.0]']
['10:55:22.761', '0.0', '[0.0, 0]', '[-90, -1]', '[0.0]']
['10:55:22.783', '0.0', '[0.0, 0]', '[-90, -2]', '[0.0]']
['10:55:22.784', '0.0', '[0.0, 0]', '[-90, -3]', '[0.0]']
['10:55:22.789', '0.0', '[0.0, 0]', '[-90, -4]', '[0.0]']
['10:55:22.790', '0.0', '[0.0, 0]', '[-90, -5]', '[0.0]']
['10:55:22.806', '0.0', '[0.0, 0]', '[-90, -11]', '[0.0]']
['10:55:22.811', '0.0', '[0.0, 0]', '[-90, -12]', '[0.0]']
['10:55:22.812', '0.0', '[0.0, 0]', '[-90, -13]', '[0.0]']
['10:55:22.814', '0.0', '[0.0, 0]', '[-90, -14]', '[0.0]']
['10:55:22.835', '0.0', '[0.0, 0]', '[-90, -17]', '[0.0]']
['10:55:22.861', '0.0', '[0.0, 0]', '[-90, -18]', '[0.0]']
['10:55:22.884', '0.0', '[0.0, 0]', '[-90, -22]', '[0.0]']
['10:55:22.889', '0.0', '[0.0, 0]', '[-90, -25]', '[0.0]']
['10:55:22.905', '0.0', '[0.0, 0]', '[-90, -34]', '[0.0]']
['10:55:22.907', '0.0', '[0.0, 0]', '[-90, -37]', '[0.0]']
['10:55:22.910', '0.0', '[0.0, 0]', '[-90, -39]', '[0.0]']
['10:55:22.913', '0.0', '[0.0, 0]', '[-90, -40]', '[0.0]']
['10:55:22.934', '0.0', '[0.0, 0]', '[-90, -43]', '[0.0]']
['10:55:22.937', '0.0', '[0.0, 0]', '[-90, -44]', '[0.0]']
['10:55:22.959', '0.0', '[0.0, 0]', '[-90, -53]', '[0.0]']
['10:55:22.964', '0.0', '[0.0, 0]', '[-90, -55]', '[0.0]']
['10:55:22.980', '0.0', '[0.0, 0]', '[-90, -66]', '[0.0]']
['10:55:22.982', '0.0', '[0.0, 0]', '[-90, -68]', '[0.0]']
['10:55:22.988', '0.0', '[0.0, 0]', '[-90, -72]', '[0.0]']
['10:55:23.006', '0.0', '[0.0, 0]', '[-90, -74]', '[0.0]']
['10:55:23.006', '0.0', '[0.0, 0]', '[-90, -83]', '[0.0]']
['10:55:23.008', '0.0', '[0.0, 0]', '[-90, -84]', '[0.0]']
['10:55:23.011', '0.0', '[0.0, 0]', '[-90, -87]', '[0.0]']
['10:55:23.388', '0.0', '[0.0, 0]', '[-90, -89]', '[0.0]']
['10:55:23.884', '0.0', '[0.0, 0]', '[-90, -90]', '[0.0]']
['10:55:24.005', '0.0', '[0.0, 0]', '[-90, -90]', '[-1.0]']
['10:55:24.010', '0.0', '[0.0, 0]', '[-90, -90]', '[-3.0]']
['10:55:24.060', '0.0', '[0.0, 0]', '[-90, -90]', '[-4.0]']
['10:55:24.088', '0.0', '[0.0, 0]', '[-90, -90]', '[-5.0]']
['10:55:24.089', '0.0', '[0.0, 0]', '[-90, -90]', '[-11.0]']
['10:55:24.106', '0.0', '[0.0, 0]', '[-90, -90]', '[-20.0]']
['10:55:24.106', '0.0', '[0.0, 0]', '[-90, -90]', '[-22.0]']
['10:55:24.107', '0.0', '[0.0, 0]', '[-90, -90]', '[-49.0]']
['10:55:24.108', '0.0', '[0.0, 0]', '[-90, -90]', '[-56.0]']
['10:55:24.110', '0.0', '[0.0, 0]', '[-90, -90]', '[-58.0]']
['10:55:24.111', '0.0', '[0.0, 0]', '[-90, -90]', '[-66.0]']
['10:55:24.113', '0.0', '[0.0, 0]', '[-90, -90]', '[-68.0]']
['10:55:24.136', '0.0', '[0.0, 0]', '[-90, -90]', '[-72.0]']
['10:55:24.136', '0.0', '[0.0, 0]', '[-90, -90]', '[-90.0]']
['10:56:12.274', '0.5', '[0.0, 0]', '[-90, -90]', '[-90.0]']
['10:56:12.474', '0.5', '[80, 0]', '[-90, -90]', '[-90.0]']
['10:56:12.678', '0.5', '[80, 0]', '[-74, -90]', '[-90.0]']
['10:56:12.876', '0.5', '[80, 47]', '[-74, -90]', '[-90.0]']
['10:56:13.073', '0.5', '[80, 47]', '[-74, -13]', '[-90.0]']
['10:56:13.276', '0.5', '[80, 47]', '[-74, -13]', '[62.0]']
['10:56:21.509', '0.9', '[80, 47]', '[-74, -13]', '[62.0]']
['10:56:21.706', '0.9', '[64, 47]', '[-74, -13]', '[62.0]']
['10:56:21.887', '0.9', '[64, 47]', '[-40, -13]', '[62.0]']
['10:56:22.091', '0.9', '[64, 78]', '[-40, -13]', '[62.0]']
['10:56:22.309', '0.9', '[64, 78]', '[-40, 48]', '[62.0]']
['10:56:22.524', '0.9', '[64, 78]', '[-40, 48]', '[-30.0]']
['10:56:30.935', '0.9', '[0, 78]', '[-40, 48]', '[-30.0]']
['10:56:31.139', '0.9', '[0, 78]', '[72, 48]', '[-30.0]']
['10:56:31.338', '0.9', '[0, 46]', '[72, 48]', '[-30.0]']
['10:56:31.536', '0.9', '[0, 46]', '[72, 79]', '[-30.0]']
['10:56:31.738', '0.9', '[0, 46]', '[72, 79]', '[-60.0]']
['10:56:39.948', '0.2', '[0, 46]', '[72, 79]', '[-60.0]']
['10:56:40.170', '0.2', '[16, 46]', '[72, 79]', '[-60.0]']
['10:56:40.372', '0.2', '[16, 46]', '[-25, 79]', '[-60.0]']
['10:56:40.573', '0.2', '[16, 62]', '[-25, 79]', '[-60.0]']
['10:56:40.789', '0.2', '[16, 62]', '[-25, 63]', '[-60.0]']
['10:56:40.993', '0.2', '[16, 62]', '[-25, 63]', '[-44.0]']
['10:56:49.179', '0.3', '[16, 62]', '[-25, 63]', '[-44.0]']
['10:56:49.383', '0.3', '[80, 62]', '[-25, 63]', '[-44.0]']
['10:56:49.588', '0.3', '[80, 62]', '[71, 63]', '[-44.0]']
['10:56:49.829', '0.3', '[80, 0]', '[71, 63]', '[-44.0]']
['10:56:50.005', '0.3', '[80, 0]', '[71, 78]', '[-44.0]']
['10:56:50.205', '0.3', '[80, 0]', '[71, 78]', '[-88.0]']
['10:56:58.415', '0.2', '[80, 0]', '[71, 78]', '[-88.0]']
['10:56:58.661', '0.2', '[64, 0]', '[71, 78]', '[-88.0]']
['10:56:58.859', '0.2', '[64, 0]', '[-26, 78]', '[-88.0]']
['10:56:59.254', '0.2', '[64, 0]', '[-26, 16]', '[-88.0]']
['10:56:59.452', '0.2', '[64, 0]', '[-26, 16]', '[-27.0]']
['10:57:07.665', '0.0', '[64, 0]', '[-26, 16]', '[-27.0]']
['10:57:07.866', '0.0', '[0, 0]', '[-26, 16]', '[-27.0]']
['10:57:08.064', '0.0', '[0, 0]', '[86, 16]', '[-27.0]']
['10:57:08.287', '0.0', '[0, 32]', '[86, 16]', '[-27.0]']
['10:57:08.484', '0.0', '[0, 32]', '[86, -75]', '[-27.0]']
['10:57:08.688', '0.0', '[0, 32]', '[86, -75]', '[-87.0]']
['10:57:16.920', '0.5', '[0, 32]', '[86, -75]', '[-87.0]']
['10:57:17.115', '0.5', '[16, 32]', '[86, -75]', '[-87.0]']
['10:57:17.314', '0.5', '[16, 32]', '[6, -75]', '[-87.0]']
['10:57:17.523', '0.5', '[16, 47]', '[6, -75]', '[-87.0]']
['10:57:17.740', '0.5', '[16, 47]', '[6, 48]', '[-87.0]']
['10:57:17.907', '0.5', '[16, 47]', '[6, 48]', '[-72.0]']
['10:57:26.147', '0.3', '[16, 47]', '[6, 48]', '[-72.0]']
['10:57:26.346', '0.3', '[64, 47]', '[6, 48]', '[-72.0]']
['10:57:26.550', '0.3', '[64, 47]', '[-42, 48]', '[-72.0]']
['10:57:26.733', '0.3', '[64, 78]', '[-42, 48]', '[-72.0]']
['10:57:26.938', '0.3', '[64, 78]', '[-42, -28]', '[-72.0]']
['10:57:27.141', '0.3', '[64, 78]', '[-42, -28]', '[81.0]']
['10:57:35.378', '0.8', '[64, 78]', '[-42, -28]', '[81.0]']
['10:57:35.580', '0.8', '[32, 78]', '[-42, -28]', '[81.0]']
['10:57:35.782', '0.8', '[32, 78]', '[7, -28]', '[81.0]']
['10:57:36.183', '0.8', '[32, 78]', '[7, 17]', '[81.0]']
['10:57:44.592', '0.5', '[32, 78]', '[7, 17]', '[81.0]']
['10:57:45.008', '0.5', '[32, 78]', '[70, 17]', '[81.0]']
['10:57:45.210', '0.5', '[32, 15]', '[70, 17]', '[81.0]']
['10:57:45.408', '0.5', '[32, 15]', '[70, -58]', '[81.0]']
['10:57:53.823', '0.1', '[32, 15]', '[70, -58]', '[81.0]']
['10:57:54.039', '0.1', '[48, 15]', '[70, -58]', '[81.0]']
['10:57:54.245', '0.1', '[48, 15]', '[-75, -58]', '[81.0]']
['10:57:54.465', '0.1', '[48, 62]', '[-75, -58]', '[81.0]']
['10:57:54.633', '0.1', '[48, 62]', '[-75, 64]', '[81.0]']
['10:57:54.837', '0.1', '[48, 62]', '[-75, 64]', '[50.0]']
['10:58:03.077', '0.7', '[48, 62]', '[-75, 64]', '[50.0]']
['10:58:03.277', '0.7', '[0, 62]', '[-75, 64]', '[50.0]']
['10:58:03.479', '0.7', '[0, 62]', '[-41, 64]', '[50.0]']
['10:58:03.673', '0.7', '[0, 15]', '[-41, 64]', '[50.0]']
['10:58:03.873', '0.7', '[0, 15]', '[-41, -88]', '[50.0]']
['10:58:04.068', '0.7', '[0, 15]', '[-41, -88]', '[80.0]']
['10:58:12.305', '0.1', '[0, 15]', '[-41, -88]', '[80.0]']
['10:58:12.505', '0.1', '[64, 15]', '[-41, -88]', '[80.0]']
['10:58:12.706', '0.1', '[64, 15]', '[8, -88]', '[80.0]']
['10:58:12.906', '0.1', '[64, 31]', '[8, -88]', '[80.0]']
['10:58:13.105', '0.1', '[64, 31]', '[8, 64]', '[80.0]']
['10:58:13.305', '0.1', '[64, 31]', '[8, 64]', '[-27.0]']
['10:58:21.530', '0.9', '[64, 31]', '[8, 64]', '[-27.0]']
['10:58:21.714', '0.9', '[16, 31]', '[8, 64]', '[-27.0]']
['10:58:21.930', '0.9', '[16, 31]', '[-40, 64]', '[-27.0]']
['10:58:22.132', '0.9', '[16, 0]', '[-40, 64]', '[-27.0]']
['10:58:22.334', '0.9', '[16, 0]', '[-40, -43]', '[-27.0]']
['10:58:22.531', '0.9', '[16, 0]', '[-40, -43]', '[-11.0]']
['10:58:30.766', '0.3', '[16, 0]', '[-40, -43]', '[-11.0]']
['10:58:30.971', '0.3', '[48, 0]', '[-40, -43]', '[-11.0]']
['10:58:31.148', '0.3', '[48, 0]', '[24, -43]', '[-11.0]']
['10:58:31.362', '0.3', '[48, 16]', '[24, -43]', '[-11.0]']
['10:58:31.566', '0.3', '[48, 16]', '[24, 49]', '[-11.0]']
['10:58:31.766', '0.3', '[48, 16]', '[24, 49]', '[-26.0]']
['10:58:39.977', '0.9', '[48, 16]', '[24, 49]', '[-26.0]']
['10:58:40.216', '0.9', '[0, 16]', '[24, 49]', '[-26.0]']
['10:58:40.380', '0.9', '[0, 16]', '[-39, 49]', '[-26.0]']
['10:58:40.788', '0.9', '[0, 16]', '[-39, -42]', '[-26.0]']
['10:58:40.994', '0.9', '[0, 16]', '[-39, -42]', '[80.0]']
['10:58:49.225', '0.1', '[0, 16]', '[-39, -42]', '[80.0]']
['10:58:49.634', '0.1', '[0, 16]', '[-86, -42]', '[80.0]']
['10:58:49.831', '0.1', '[0, 1]', '[-86, -42]', '[80.0]']
