['timestamp', 'frequency', 'amplitudes', 'offsets', 'phase_biases']
['11:08:58.756', '0.2', '[16, 63]', '[-74, 67]', '[-56.0]']
['11:08:58.959', '0.2', '[16, 63]', '[39, 67]', '[-56.0]']
['11:08:59.159', '0.2', '[16, 32]', '[39, 67]', '[-56.0]']
['11:08:59.362', '0.2', '[16, 32]', '[39, 6]', '[-56.0]']
['11:08:59.587', '0.2', '[16, 32]', '[39, 6]', '[35.0]']
['11:09:07.792', '0.5', '[16, 32]', '[39, 6]', '[35.0]']
['11:09:07.989', '0.5', '[32, 32]', '[39, 6]', '[35.0]']
['11:09:08.193', '0.5', '[32, 32]', '[70, 6]', '[35.0]']
['11:09:08.396', '0.5', '[32, 79]', '[70, 6]', '[35.0]']
['11:09:08.599', '0.5', '[32, 79]', '[70, -85]', '[35.0]']
['11:09:08.835', '0.5', '[32, 79]', '[70, -85]', '[50.0]']
['11:09:17.017', '0.7', '[32, 79]', '[70, -85]', '[50.0]']
['11:09:17.217', '0.7', '[64, 79]', '[70, -85]', '[50.0]']
['11:09:17.426', '0.7', '[64, 79]', '[85, -85]', '[50.0]']
['11:09:17.643', '0.7', '[64, 1]', '[85, -85]', '[50.0]']
['11:09:17.846', '0.7', '[64, 1]', '[85, 82]', '[50.0]']
['11:09:18.043', '0.7', '[64, 1]', '[85, 82]', '[65.0]']
['11:09:26.251', '0.5', '[64, 1]', '[85, 82]', '[65.0]']
['11:09:26.470', '0.5', '[16, 1]', '[85, 82]', '[65.0]']
['11:09:26.669', '0.5', '[16, 1]', '[36, 82]', '[65.0]']
['11:09:26.870', '0.5', '[16, 64]', '[36, 82]', '[65.0]']
['11:09:27.070', '0.5', '[16, 64]', '[36, 6]', '[65.0]']
['11:09:27.271', '0.5', '[16, 64]', '[36, 6]', '[-42.0]']
['11:09:35.487', '0.8', '[16, 64]', '[36, 6]', '[-42.0]']
['11:09:35.728', '0.8', '[80, 64]', '[36, 6]', '[-42.0]']
['11:09:35.901', '0.8', '[80, 64]', '[-29, 6]', '[-42.0]']
['11:09:36.100', '0.8', '[80, 48]', '[-29, 6]', '[-42.0]']
['11:09:36.326', '0.8', '[80, 48]', '[-29, 81]', '[-42.0]']
['11:09:36.523', '0.8', '[80, 48]', '[-29, 81]', '[-26.0]']
['11:09:44.721', '0.0', '[80, 48]', '[-29, 81]', '[-26.0]']
['11:09:45.157', '0.0', '[80, 48]', '[-90, 81]', '[-26.0]']
['11:09:45.357', '0.0', '[80, 1]', '[-90, 81]', '[-26.0]']
['11:09:45.555', '0.0', '[80, 1]', '[-90, -11]', '[-26.0]']
['11:09:45.757', '0.0', '[80, 1]', '[-90, -11]', '[-86.0]']
['11:09:54.182', '0.0', '[48, 1]', '[-90, -11]', '[-86.0]']
['11:09:54.404', '0.0', '[48, 1]', '[-10, -11]', '[-86.0]']
['11:09:54.576', '0.0', '[48, 17]', '[-10, -11]', '[-86.0]']
['11:09:54.776', '0.0', '[48, 17]', '[-10, 80]', '[-86.0]']
['11:09:54.971', '0.0', '[48, 17]', '[-10, 80]', '[-56.0]']
['11:10:03.595', '0.0', '[48, 17]', '[7, 80]', '[-56.0]']
['11:10:03.799', '0.0', '[48, 79]', '[7, 80]', '[-56.0]']
['11:10:04.032', '0.0', '[48, 79]', '[7, -57]', '[-56.0]']
['11:10:04.239', '0.0', '[48, 79]', '[7, -57]', '[51.0]']
['11:10:12.441', '0.1', '[48, 79]', '[7, -57]', '[51.0]']
['11:10:12.638', '0.1', '[79, 79]', '[7, -57]', '[51.0]']
['11:10:12.842', '0.1', '[79, 79]', '[-89, -57]', '[51.0]']
['11:10:13.063', '0.1', '[79, 63]', '[-89, -57]', '[51.0]']
['11:10:13.263', '0.1', '[79, 63]', '[-89, -86]', '[51.0]']
['11:10:13.465', '0.1', '[79, 63]', '[-89, -86]', '[-85.0]']
['11:10:21.666', '0.7', '[79, 63]', '[-89, -86]', '[-85.0]']
['11:10:22.070', '0.7', '[79, 63]', '[-56, -86]', '[-85.0]']
['11:10:22.266', '0.7', '[79, 16]', '[-56, -86]', '[-85.0]']
['11:10:22.473', '0.7', '[79, 16]', '[-56, -40]', '[-85.0]']
['11:10:22.677', '0.7', '[79, 16]', '[-56, -40]', '[-24.0]']
['11:10:30.895', '0.8', '[79, 16]', '[-56, -40]', '[-24.0]']
['11:10:31.094', '0.8', '[31, 16]', '[-56, -40]', '[-24.0]']
['11:10:31.296', '0.8', '[31, 16]', '[-87, -40]', '[-24.0]']
['11:10:31.519', '0.8', '[31, 32]', '[-87, -40]', '[-24.0]']
['11:10:31.720', '0.8', '[31, 32]', '[-87, -70]', '[-24.0]']
['11:10:31.919', '0.8', '[31, 32]', '[-87, -70]', '[21.0]']
['11:10:40.149', '0.6', '[31, 32]', '[-87, -70]', '[21.0]']
['11:10:40.351', '0.6', '[79, 32]', '[-87, -70]', '[21.0]']
['11:10:40.549', '0.6', '[79, 32]', '[10, -70]', '[21.0]']
['11:10:40.749', '0.6', '[79, 1]', '[10, -70]', '[21.0]']
['11:10:40.948', '0.6', '[79, 1]', '[10, -54]', '[21.0]']
['11:10:41.151', '0.6', '[79, 1]', '[10, -54]', '[67.0]']
['11:10:49.406', '0.9', '[79, 1]', '[10, -54]', '[67.0]']
['11:10:49.569', '0.9', '[63, 1]', '[10, -54]', '[67.0]']
['11:10:49.778', '0.9', '[63, 1]', '[57, -54]', '[67.0]']
['11:10:49.977', '0.9', '[63, 79]', '[57, -54]', '[67.0]']
['11:10:50.203', '0.9', '[63, 79]', '[57, -8]', '[67.0]']
['11:10:50.398', '0.9', '[63, 79]', '[57, -8]', '[-40.0]']
['11:10:58.635', '0.8', '[63, 79]', '[57, -8]', '[-40.0]']
['11:10:58.853', '0.8', '[47, 79]', '[57, -8]', '[-40.0]']
['11:10:59.008', '0.8', '[47, 79]', '[88, -8]', '[-40.0]']
['11:10:59.233', '0.8', '[47, 63]', '[88, -8]', '[-40.0]']
['11:10:59.449', '0.8', '[47, 63]', '[88, -83]', '[-40.0]']
['11:10:59.620', '0.8', '[47, 63]', '[88, -83]', '[-55.0]']
['11:11:07.836', '0.3', '[47, 63]', '[88, -83]', '[-55.0]']
['11:11:08.251', '0.3', '[47, 63]', '[-73, -83]', '[-55.0]']
['11:11:08.444', '0.3', '[47, 32]', '[-73, -83]', '[-55.0]']
['11:11:08.649', '0.3', '[47, 32]', '[-73, -53]', '[-55.0]']
['11:11:17.088', '0.2', '[47, 32]', '[-73, -53]', '[-55.0]']
['11:11:17.287', '0.2', '[31, 32]', '[-73, -53]', '[-55.0]']
['11:11:17.491', '0.2', '[31, 32]', '[-24, -53]', '[-55.0]']
['11:11:17.683', '0.2', '[31, 1]', '[-24, -53]', '[-55.0]']
['11:11:17.890', '0.2', '[31, 1]', '[-24, 38]', '[-55.0]']
['11:11:18.085', '0.2', '[31, 1]', '[-24, 38]', '[-24.0]']
['11:11:26.311', '0.9', '[31, 1]', '[-24, 38]', '[-24.0]']
['11:11:26.512', '0.9', '[47, 1]', '[-24, 38]', '[-24.0]']
['11:11:26.717', '0.9', '[47, 1]', '[-87, 38]', '[-24.0]']
['11:11:26.903', '0.9', '[47, 64]', '[-87, 38]', '[-24.0]']
['11:11:27.112', '0.9', '[47, 64]', '[-87, 83]', '[-24.0]']
['11:11:27.310', '0.9', '[47, 64]', '[-87, 83]', '[-9.0]']
['11:11:35.523', '0.7', '[47, 64]', '[-87, 83]', '[-9.0]']
['11:11:35.745', '0.7', '[15, 64]', '[-87, 83]', '[-9.0]']
['11:11:35.966', '0.7', '[15, 64]', '[-55, 83]', '[-9.0]']
['11:11:36.163', '0.7', '[15, 33]', '[-55, 83]', '[-9.0]']
['11:11:36.365', '0.7', '[15, 33]', '[-55, 67]', '[-9.0]']
['11:11:36.565', '0.7', '[15, 33]', '[-55, 67]', '[21.0]']
['11:11:44.768', '0.1', '[15, 33]', '[-55, 67]', '[21.0]']
['11:11:44.967', '0.1', '[0, 33]', '[-55, 67]', '[21.0]']
['11:11:45.570', '0.1', '[0, 33]', '[-55, -85]', '[21.0]']
['11:11:45.774', '0.1', '[0, 33]', '[-55, -85]', '[-39.0]']
['11:11:54.001', '0.2', '[0, 33]', '[-55, -85]', '[-39.0]']
['11:11:54.396', '0.2', '[0, 33]', '[-38, -85]', '[-39.0]']
['11:11:54.596', '0.2', '[0, 2]', '[-38, -85]', '[-39.0]']
['11:11:54.798', '0.2', '[0, 2]', '[-38, 82]', '[-39.0]']
['11:11:55.001', '0.2', '[0, 2]', '[-38, 82]', '[37.0]']
['11:12:03.226', '0.1', '[0, 2]', '[-38, 82]', '[37.0]']
['11:12:03.424', '0.1', '[32, 2]', '[-38, 82]', '[37.0]']
['11:12:03.625', '0.1', '[32, 2]', '[-6, 82]', '[37.0]']
['11:12:03.826', '0.1', '[32, 80]', '[-6, 82]', '[37.0]']
['11:12:04.052', '0.1', '[32, 80]', '[-6, 51]', '[37.0]']
['11:12:04.250', '0.1', '[32, 80]', '[-6, 51]', '[-55.0]']
['11:12:12.446', '0.6', '[32, 80]', '[-6, 51]', '[-55.0]']
['11:12:12.651', '0.6', '[0, 80]', '[-6, 51]', '[-55.0]']
['11:12:12.854', '0.6', '[0, 80]', '[58, 51]', '[-55.0]']
['11:12:13.059', '0.6', '[0, 33]', '[58, 51]', '[-55.0]']
['11:12:13.277', '0.6', '[0, 33]', '[58, 20]', '[-55.0]']
['11:12:13.478', '0.6', '[0, 33]', '[58, 20]', '[-39.0]']
['11:12:21.683', '0.7', '[0, 33]', '[58, 20]', '[-39.0]']
['11:12:21.882', '0.7', '[32, 33]', '[58, 20]', '[-39.0]']
['11:12:22.083', '0.7', '[32, 33]', '[-55, 20]', '[-39.0]']
['11:12:22.308', '0.7', '[32, 2]', '[-55, 20]', '[-39.0]']
['11:12:22.498', '0.7', '[32, 2]', '[-55, -40]', '[-39.0]']
['11:12:22.693', '0.7', '[32, 2]', '[-55, -40]', '[-83.0]']
['11:12:31.113', '0.7', '[80, 2]', '[-55, -40]', '[-83.0]']
['11:12:31.326', '0.7', '[80, 2]', '[-86, -40]', '[-83.0]']
['11:12:31.533', '0.7', '[80, 34]', '[-86, -40]', '[-83.0]']
['11:12:31.732', '0.7', '[80, 34]', '[-86, 36]', '[-83.0]']
['11:12:31.933', '0.7', '[80, 34]', '[-86, 36]', '[-53.0]']
['11:12:40.142', '0.5', '[80, 34]', '[-86, 36]', '[-53.0]']
['11:12:40.344', '0.5', '[0, 34]', '[-86, 36]', '[-53.0]']
['11:12:40.549', '0.5', '[0, 34]', '[42, 36]', '[-53.0]']
['11:12:40.753', '0.5', '[0, 65]', '[42, 36]', '[-53.0]']
['11:12:40.956', '0.5', '[0, 65]', '[42, -25]', '[-53.0]']
['11:12:41.187', '0.5', '[0, 65]', '[42, -25]', '[54.0]']
['11:12:49.372', '0.7', '[0, 65]', '[42, -25]', '[54.0]']
['11:12:49.576', '0.7', '[16, 65]', '[42, -25]', '[54.0]']
['11:12:49.792', '0.7', '[16, 65]', '[-55, -25]', '[54.0]']
['11:12:49.988', '0.7', '[16, 18]', '[-55, -25]', '[54.0]']
['11:12:50.191', '0.7', '[16, 18]', '[-55, -56]', '[54.0]']
['11:12:50.389', '0.7', '[16, 18]', '[-55, -56]', '[-7.0]']
['11:12:58.603', '0.0', '[16, 18]', '[-55, -56]', '[-7.0]']
['11:12:58.817', '0.0', '[64, 18]', '[-55, -56]', '[-7.0]']
['11:12:59.019', '0.0', '[64, 18]', '[57, -56]', '[-7.0]']
['11:12:59.220', '0.0', '[64, 3]', '[57, -56]', '[-7.0]']
['11:12:59.418', '0.0', '[64, 3]', '[57, -25]', '[-7.0]']
['11:12:59.641', '0.0', '[64, 3]', '[57, -25]', '[23.0]']
['11:13:07.846', '0.6', '[64, 3]', '[57, -25]', '[23.0]']
['11:13:08.448', '0.6', '[64, 50]', '[57, -25]', '[23.0]']
['11:13:08.649', '0.6', '[64, 50]', '[57, 20]', '[23.0]']
['11:13:08.853', '0.6', '[64, 50]', '[57, 20]', '[-7.0]']
['11:13:17.072', '0.3', '[64, 50]', '[57, 20]', '[-7.0]']
['11:13:17.272', '0.3', '[79, 50]', '[57, 20]', '[-7.0]']
['11:13:17.471', '0.3', '[79, 50]', '[24, 20]', '[-7.0]']
['11:13:17.673', '0.3', '[79, 3]', '[24, 20]', '[-7.0]']
['11:13:17.876', '0.3', '[79, 3]', '[24, -56]', '[-7.0]']
['11:13:18.099', '0.3', '[79, 3]', '[24, -56]', '[84.0]']
['11:13:26.330', '0.5', '[79, 3]', '[24, -56]', '[84.0]']
['11:13:26.505', '0.5', '[15, 3]', '[24, -56]', '[84.0]']
['11:13:26.702', '0.5', '[15, 3]', '[-56, -56]', '[84.0]']
['11:13:26.904', '0.5', '[15, 66]', '[-56, -56]', '[84.0]']
['11:13:27.125', '0.5', '[15, 66]', '[-56, -10]', '[84.0]']
['11:13:35.536', '0.9', '[15, 66]', '[-56, -10]', '[84.0]']
['11:13:35.727', '0.9', '[31, 66]', '[-56, -10]', '[84.0]']
['11:13:36.178', '0.9', '[31, 3]', '[-56, -10]', '[84.0]']
['11:13:36.360', '0.9', '[31, 3]', '[-56, 20]', '[84.0]']
['11:13:44.755', '0.6', '[31, 3]', '[-56, 20]', '[84.0]']
['11:13:44.986', '0.6', '[47, 3]', '[-56, 20]', '[84.0]']
['11:13:45.182', '0.6', '[47, 3]', '[56, 20]', '[84.0]']
['11:13:45.408', '0.6', '[47, 81]', '[56, 20]', '[84.0]']
['11:13:45.608', '0.6', '[47, 81]', '[56, -10]', '[84.0]']
['11:13:45.786', '0.6', '[47, 81]', '[56, -10]', '[-8.0]']
['11:13:54.014', '0.2', '[47, 81]', '[56, -10]', '[-8.0]']
['11:13:54.392', '0.2', '[47, 81]', '[39, -10]', '[-8.0]']
['11:13:54.596', '0.2', '[47, 18]', '[39, -10]', '[-8.0]']
['11:13:54.801', '0.2', '[47, 18]', '[39, 66]', '[-8.0]']
['11:13:55.005', '0.2', '[47, 18]', '[39, 66]', '[-23.0]']
['11:14:03.244', '0.1', '[47, 18]', '[39, 66]', '[-23.0]']
['11:14:03.422', '0.1', '[31, 18]', '[39, 66]', '[-23.0]']
['11:14:03.626', '0.1', '[31, 18]', '[-26, 66]', '[-23.0]']
['11:14:03.843', '0.1', '[31, 49]', '[-26, 66]', '[-23.0]']
['11:14:04.042', '0.1', '[31, 49]', '[-26, 65]', '[-23.0]']
['11:14:04.238', '0.1', '[31, 49]', '[-26, 65]', '[-8.0]']
['11:14:12.865', '0.1', '[31, 49]', '[-10, 65]', '[-8.0]']
['11:14:13.066', '0.1', '[31, 2]', '[-10, 65]', '[-8.0]']
['11:14:13.264', '0.1', '[31, 2]', '[-10, -73]', '[-8.0]']
['11:14:21.677', '0.5', '[31, 2]', '[-10, -73]', '[-8.0]']
['11:14:21.896', '0.5', '[79, 2]', '[-10, -73]', '[-8.0]']
['11:14:22.095', '0.5', '[79, 2]', '[38, -73]', '[-8.0]']
['11:14:22.298', '0.5', '[79, 65]', '[38, -73]', '[-8.0]']
['11:14:22.501', '0.5', '[79, 65]', '[38, -56]', '[-8.0]']
['11:14:22.700', '0.5', '[79, 65]', '[38, -56]', '[-54.0]']
['11:14:31.123', '0.5', '[31, 65]', '[38, -56]', '[-54.0]']
['11:14:31.322', '0.5', '[31, 65]', '[-90, -56]', '[-54.0]']
['11:14:31.724', '0.5', '[31, 65]', '[-90, 51]', '[-54.0]']
['11:14:31.928', '0.5', '[31, 65]', '[-90, 51]', '[-23.0]']
['11:14:40.140', '0.3', '[31, 65]', '[-90, 51]', '[-23.0]']
['11:14:40.344', '0.3', '[15, 65]', '[-90, 51]', '[-23.0]']
['11:14:40.548', '0.3', '[15, 65]', '[-57, 51]', '[-23.0]']
['11:14:40.753', '0.3', '[15, 80]', '[-57, 51]', '[-23.0]']
['11:14:41.006', '0.3', '[15, 80]', '[-57, -85]', '[-23.0]']
['11:14:41.207', '0.3', '[15, 80]', '[-57, -85]', '[-69.0]']
['11:14:49.390', '0.9', '[15, 80]', '[-57, -85]', '[-69.0]']
['11:14:49.582', '0.9', '[31, 80]', '[-57, -85]', '[-69.0]']
['11:14:49.789', '0.9', '[31, 80]', '[-40, -85]', '[-69.0]']
['11:14:50.009', '0.9', '[31, 64]', '[-40, -85]', '[-69.0]']
['11:14:50.189', '0.9', '[31, 64]', '[-40, -24]', '[-69.0]']
['11:14:50.409', '0.9', '[31, 64]', '[-40, -24]', '[84.0]']
['11:14:58.603', '0.3', '[31, 64]', '[-40, -24]', '[84.0]']
['11:14:58.840', '0.3', '[63, 64]', '[-40, -24]', '[84.0]']
['11:14:59.017', '0.3', '[63, 64]', '[-72, -24]', '[84.0]']
['11:14:59.217', '0.3', '[63, 17]', '[-72, -24]', '[84.0]']
['11:14:59.417', '0.3', '[63, 17]', '[-72, 52]', '[84.0]']
['11:14:59.661', '0.3', '[63, 17]', '[-72, 52]', '[68.0]']
['11:15:07.843', '0.9', '[63, 17]', '[-72, 52]', '[68.0]']
['11:15:08.241', '0.9', '[63, 17]', '[89, 52]', '[68.0]']
['11:15:08.470', '0.9', '[63, 2]', '[89, 52]', '[68.0]']
['11:15:08.645', '0.9', '[63, 2]', '[89, -9]', '[68.0]']
['11:15:08.850', '0.9', '[63, 2]', '[89, -9]', '[-39.0]']
['11:15:17.296', '0.9', '[47, 2]', '[89, -9]', '[-39.0]']
['11:15:17.472', '0.9', '[47, 2]', '[56, -9]', '[-39.0]']
['11:15:17.697', '0.9', '[47, 80]', '[56, -9]', '[-39.0]']
['11:15:17.876', '0.9', '[47, 80]', '[56, 21]', '[-39.0]']
['11:15:18.081', '0.9', '[47, 80]', '[56, 21]', '[-23.0]']
['11:15:26.303', '0.7', '[47, 80]', '[56, 21]', '[-23.0]']
['11:15:26.522', '0.7', '[63, 80]', '[56, 21]', '[-23.0]']
['11:15:26.702', '0.7', '[63, 80]', '[87, 21]', '[-23.0]']
['11:15:27.121', '0.7', '[63, 80]', '[87, -84]', '[-23.0]']
['11:15:27.323', '0.7', '[63, 80]', '[87, -84]', '[37.0]']
['11:15:35.528', '0.9', '[63, 80]', '[87, -84]', '[37.0]']
['11:15:35.931', '0.9', '[63, 80]', '[-41, -84]', '[37.0]']
['11:15:36.146', '0.9', '[63, 2]', '[-41, -84]', '[37.0]']
['11:15:36.346', '0.9', '[63, 2]', '[-41, -83]', '[37.0]']
['11:15:36.826', '0.9', '[63, 2]', '[-41, -83]', '[-24.0]']
['11:15:44.784', '0.1', '[63, 2]', '[-41, -83]', '[-24.0]']
['11:15:44.999', '0.1', '[79, 2]', '[-41, -83]', '[-24.0]']
['11:15:45.175', '0.1', '[79, 2]', '[71, -83]', '[-24.0]']
['11:15:45.373', '0.1', '[79, 65]', '[71, -83]', '[-24.0]']
['11:15:45.576', '0.1', '[79, 65]', '[71, -22]', '[-24.0]']
['11:15:45.773', '0.1', '[79, 65]', '[71, -22]', '[67.0]']
['11:15:54.008', '0.0', '[79, 65]', '[71, -22]', '[67.0]']
['11:15:54.232', '0.0', '[47, 65]', '[71, -22]', '[67.0]']
['11:15:54.393', '0.0', '[47, 65]', '[-41, -22]', '[67.0]']
['11:15:54.598', '0.0', '[47, 49]', '[-41, -22]', '[67.0]']
['11:15:54.805', '0.0', '[47, 49]', '[-41, 84]', '[67.0]']
['11:15:55.056', '0.0', '[47, 49]', '[-41, 84]', '[-71.0]']
['11:16:03.245', '0.4', '[47, 49]', '[-41, 84]', '[-71.0]']
['11:16:03.437', '0.4', '[15, 49]', '[-41, 84]', '[-71.0]']
['11:16:03.837', '0.4', '[15, 34]', '[-41, 84]', '[-71.0]']
['11:16:04.057', '0.4', '[15, 34]', '[-41, -38]', '[-71.0]']
['11:16:04.283', '0.4', '[15, 34]', '[-41, -38]', '[-39.0]']
['11:16:12.452', '0.0', '[15, 34]', '[-41, -38]', '[-39.0]']
['11:16:12.666', '0.0', '[0, 34]', '[-41, -38]', '[-39.0]']
['11:16:12.890', '0.0', '[0, 34]', '[56, -38]', '[-39.0]']
['11:16:13.134', '0.0', '[0, 65]', '[56, -38]', '[-39.0]']
['11:16:13.286', '0.0', '[0, 65]', '[56, 84]', '[-39.0]']
['11:16:13.487', '0.0', '[0, 65]', '[56, 84]', '[68.0]']
['11:16:21.694', '0.3', '[0, 65]', '[56, 84]', '[68.0]']
['11:16:22.090', '0.3', '[0, 65]', '[23, 84]', '[68.0]']
['11:16:22.294', '0.3', '[0, 2]', '[23, 84]', '[68.0]']
['11:16:22.518', '0.3', '[0, 2]', '[23, 22]', '[68.0]']
['11:16:22.718', '0.3', '[0, 2]', '[23, 22]', '[7.0]']
['11:16:30.947', '0.7', '[0, 2]', '[23, 22]', '[7.0]']
['11:16:31.321', '0.7', '[0, 2]', '[56, 22]', '[7.0]']
['11:16:31.563', '0.7', '[0, 34]', '[56, 22]', '[7.0]']
['11:16:31.727', '0.7', '[0, 34]', '[56, -54]', '[7.0]']
['11:16:31.961', '0.7', '[0, 34]', '[56, -54]', '[-70.0]']
['11:16:40.150', '0.9', '[0, 34]', '[56, -54]', '[-70.0]']
['11:16:40.351', '0.9', '[48, 34]', '[56, -54]', '[-70.0]']
['11:16:40.551', '0.9', '[48, 34]', '[23, -54]', '[-70.0]']
['11:16:40.753', '0.9', '[48, 18]', '[23, -54]', '[-70.0]']
['11:16:40.973', '0.9', '[48, 18]', '[23, -38]', '[-70.0]']
['11:16:41.189', '0.9', '[48, 18]', '[23, -38]', '[22.0]']
['11:16:49.402', '0.1', '[48, 18]', '[23, -38]', '[22.0]']
['11:16:49.805', '0.1', '[48, 18]', '[71, -38]', '[22.0]']
['11:16:50.021', '0.1', '[48, 49]', '[71, -38]', '[22.0]']
['11:16:50.198', '0.1', '[48, 49]', '[71, -53]', '[22.0]']
['11:16:50.404', '0.1', '[48, 49]', '[71, -53]', '[-23.0]']
['11:16:58.622', '0.2', '[48, 49]', '[71, -53]', '[-23.0]']
['11:16:58.823', '0.2', '[64, 49]', '[71, -53]', '[-23.0]']
['11:16:59.027', '0.2', '[64, 49]', '[55, -53]', '[-23.0]']
['11:16:59.227', '0.2', '[64, 18]', '[55, -53]', '[-23.0]']
['11:16:59.429', '0.2', '[64, 18]', '[55, -68]', '[-23.0]']
['11:16:59.632', '0.2', '[64, 18]', '[55, -68]', '[-8.0]']
['11:17:07.857', '0.1', '[64, 18]', '[55, -68]', '[-8.0]']
['11:17:08.250', '0.1', '[64, 18]', '[-74, -68]', '[-8.0]']
['11:17:08.457', '0.1', '[64, 80]', '[-74, -68]', '[-8.0]']
['11:17:08.678', '0.1', '[64, 80]', '[-74, -21]', '[-8.0]']
['11:17:08.876', '0.1', '[64, 80]', '[-74, -21]', '[-69.0]']
['11:17:17.090', '0.0', '[64, 80]', '[-74, -21]', '[-69.0]']
['11:17:17.308', '0.0', '[32, 80]', '[-74, -21]', '[-69.0]']
['11:17:17.482', '0.0', '[32, 80]', '[8, -21]', '[-69.0]']
['11:17:17.734', '0.0', '[32, 17]', '[8, -21]', '[-69.0]']
['11:17:17.896', '0.0', '[32, 17]', '[8, 24]', '[-69.0]']
['11:17:18.104', '0.0', '[32, 17]', '[8, 24]', '[84.0]']
['11:17:26.311', '0.5', '[32, 17]', '[8, 24]', '[84.0]']
['11:17:26.764', '0.5', '[32, 17]', '[-40, 24]', '[84.0]']
['11:17:26.963', '0.5', '[32, 33]', '[-40, 24]', '[84.0]']
['11:17:27.141', '0.5', '[32, 33]', '[-40, -6]', '[84.0]']
['11:17:27.346', '0.5', '[32, 33]', '[-40, -6]', '[-23.0]']
['11:17:35.569', '0.3', '[32, 33]', '[-40, -6]', '[-23.0]']
['11:17:35.768', '0.3', '[64, 33]', '[-40, -6]', '[-23.0]']
['11:17:35.969', '0.3', '[64, 33]', '[88, -6]', '[-23.0]']
['11:17:36.169', '0.3', '[64, 2]', '[88, -6]', '[-23.0]']
['11:17:36.372', '0.3', '[64, 2]', '[88, 55]', '[-23.0]']
['11:17:36.577', '0.3', '[64, 2]', '[88, 55]', '[-54.0]']
['11:17:44.799', '0.0', '[64, 2]', '[88, 55]', '[-54.0]']
['11:17:44.996', '0.0', '[48, 2]', '[88, 55]', '[-54.0]']
['11:17:45.220', '0.0', '[48, 2]', '[71, 55]', '[-54.0]']
['11:17:45.423', '0.0', '[48, 49]', '[71, 55]', '[-54.0]']
['11:17:45.806', '0.0', '[48, 49]', '[71, 55]', '[-23.0]']
['11:17:54.043', '0.8', '[48, 49]', '[71, 55]', '[-23.0]']
['11:17:54.245', '0.8', '[32, 49]', '[71, 55]', '[-23.0]']
['11:17:54.446', '0.8', '[32, 49]', '[-57, 55]', '[-23.0]']
['11:17:54.628', '0.8', '[32, 65]', '[-57, 55]', '[-23.0]']
['11:17:54.834', '0.8', '[32, 65]', '[-57, -81]', '[-23.0]']
['11:17:55.044', '0.8', '[32, 65]', '[-57, -81]', '[-8.0]']
['11:18:03.454', '0.8', '[80, 65]', '[-57, -81]', '[-8.0]']
['11:18:03.657', '0.8', '[80, 65]', '[23, -81]', '[-8.0]']
['11:18:03.872', '0.8', '[80, 18]', '[23, -81]', '[-8.0]']
['11:18:04.074', '0.8', '[80, 18]', '[23, -51]', '[-8.0]']
['11:18:04.270', '0.8', '[80, 18]', '[23, -51]', '[-38.0]']
['11:18:12.478', '0.0', '[80, 18]', '[23, -51]', '[-38.0]']
['11:18:12.898', '0.0', '[80, 18]', '[39, -51]', '[-38.0]']
['11:18:13.100', '0.0', '[80, 49]', '[39, -51]', '[-38.0]']
['11:18:13.300', '0.0', '[80, 49]', '[39, 71]', '[-38.0]']
['11:18:13.502', '0.0', '[80, 49]', '[39, 71]', '[54.0]']
['11:18:21.727', '0.9', '[80, 49]', '[39, 71]', '[54.0]']
['11:18:21.927', '0.9', '[0, 49]', '[39, 71]', '[54.0]']
['11:18:22.124', '0.9', '[0, 49]', '[-57, 71]', '[54.0]']
['11:18:22.325', '0.9', '[0, 65]', '[-57, 71]', '[54.0]']
['11:18:22.526', '0.9', '[0, 65]', '[-57, -67]', '[54.0]']
['11:18:22.730', '0.9', '[0, 65]', '[-57, -67]', '[-82.0]']
['11:18:30.961', '0.8', '[0, 65]', '[-57, -67]', '[-82.0]']
['11:18:31.187', '0.8', '[32, 65]', '[-57, -67]', '[-82.0]']
['11:18:31.381', '0.8', '[32, 65]', '[23, -67]', '[-82.0]']
['11:18:31.554', '0.8', '[32, 49]', '[23, -67]', '[-82.0]']
['11:18:31.757', '0.8', '[32, 49]', '[23, -80]', '[-82.0]']
['11:18:31.981', '0.8', '[32, 49]', '[23, -80]', '[24.0]']
['11:18:40.375', '0.8', '[80, 49]', '[23, -80]', '[24.0]']
['11:18:40.613', '0.8', '[80, 49]', '[-25, -80]', '[24.0]']
['11:18:40.811', '0.8', '[80, 80]', '[-25, -80]', '[24.0]']
['11:18:41.031', '0.8', '[80, 80]', '[-25, 26]', '[24.0]']
['11:18:41.190', '0.8', '[80, 80]', '[-25, 26]', '[-52.0]']
['11:18:49.403', '0.9', '[80, 80]', '[-25, 26]', '[-52.0]']
['11:18:49.838', '0.9', '[80, 80]', '[56, 26]', '[-52.0]']
['11:18:50.038', '0.9', '[80, 48]', '[56, 26]', '[-52.0]']
['11:18:50.257', '0.9', '[80, 48]', '[56, -34]', '[-52.0]']
['11:18:50.420', '0.9', '[80, 48]', '[56, -34]', '[55.0]']
['11:18:58.632', '0.7', '[80, 48]', '[56, -34]', '[55.0]']
['11:18:58.841', '0.7', '[64, 48]', '[56, -34]', '[55.0]']
['11:18:59.469', '0.7', '[64, 48]', '[56, -18]', '[55.0]']
['11:18:59.666', '0.7', '[64, 48]', '[56, -18]', '[39.0]']
['11:19:07.897', '0.6', '[64, 48]', '[56, -18]', '[39.0]']
