['timestamp', 'frequency', 'amplitudes', 'offsets', 'phase_biases']
['13:24:13.818', '0.1', '[64, 80]', '[56, -85]', '[36.0]']
['13:24:22.036', '0.8', '[64, 80]', '[56, -85]', '[36.0]']
['13:24:22.444', '0.8', '[64, 80]', '[23, -85]', '[36.0]']
['13:24:22.648', '0.8', '[64, 48]', '[23, -85]', '[36.0]']
['13:24:22.853', '0.8', '[64, 48]', '[23, 21]', '[36.0]']
['13:24:23.055', '0.8', '[64, 48]', '[23, 21]', '[20.0]']
['13:24:31.471', '0.8', '[48, 48]', '[23, 21]', '[20.0]']
['13:24:31.698', '0.8', '[48, 48]', '[-40, 21]', '[20.0]']
['13:24:31.925', '0.8', '[48, 64]', '[-40, 21]', '[20.0]']
['13:24:32.126', '0.8', '[48, 64]', '[-40, 36]', '[20.0]']
['13:24:32.291', '0.8', '[48, 64]', '[-40, 36]', '[-85.0]']
['13:24:40.520', '0.3', '[48, 64]', '[-40, 36]', '[-85.0]']
['13:24:40.721', '0.3', '[79, 64]', '[-40, 36]', '[-85.0]']
['13:24:40.918', '0.3', '[79, 64]', '[24, 36]', '[-85.0]']
['13:24:41.120', '0.3', '[79, 33]', '[24, 36]', '[-85.0]']
['13:24:41.319', '0.3', '[79, 33]', '[24, -10]', '[-85.0]']
['13:24:49.742', '0.5', '[79, 33]', '[24, -10]', '[-85.0]']
['13:24:49.944', '0.5', '[47, 33]', '[24, -10]', '[-85.0]']
['13:24:50.141', '0.5', '[47, 33]', '[-8, -10]', '[-85.0]']
['13:24:50.346', '0.5', '[47, 79]', '[-8, -10]', '[-85.0]']
['13:24:50.551', '0.5', '[47, 79]', '[-8, -71]', '[-85.0]']
['13:24:50.765', '0.5', '[47, 79]', '[-8, -71]', '[21.0]']
['13:24:58.983', '0.0', '[47, 79]', '[-8, -71]', '[21.0]']
['13:24:59.187', '0.0', '[15, 79]', '[-8, -71]', '[21.0]']
['13:24:59.384', '0.0', '[15, 79]', '[-72, -71]', '[21.0]']
['13:24:59.586', '0.0', '[15, 47]', '[-72, -71]', '[21.0]']
['13:24:59.788', '0.0', '[15, 47]', '[-72, 7]', '[21.0]']
['13:24:59.991', '0.0', '[15, 47]', '[-72, 7]', '[82.0]']
['13:25:08.611', '0.0', '[15, 47]', '[89, 7]', '[82.0]']
['13:25:08.815', '0.0', '[15, 63]', '[89, 7]', '[82.0]']
['13:25:09.019', '0.0', '[15, 63]', '[89, -9]', '[82.0]']
['13:25:09.227', '0.0', '[15, 63]', '[89, -9]', '[35.0]']
['13:25:17.442', '0.9', '[15, 63]', '[89, -9]', '[35.0]']
['13:25:17.643', '0.9', '[31, 63]', '[89, -9]', '[35.0]']
['13:25:17.844', '0.9', '[31, 63]', '[9, -9]', '[35.0]']
['13:25:18.246', '0.9', '[31, 63]', '[9, -39]', '[35.0]']
['13:25:18.451', '0.9', '[31, 63]', '[9, -39]', '[-86.0]']
['13:25:26.867', '0.9', '[47, 63]', '[9, -39]', '[-86.0]']
['13:25:27.066', '0.9', '[47, 63]', '[40, -39]', '[-86.0]']
['13:25:27.270', '0.9', '[47, 32]', '[40, -39]', '[-86.0]']
['13:25:27.478', '0.9', '[47, 32]', '[40, -23]', '[-86.0]']
['13:25:27.693', '0.9', '[47, 32]', '[40, -23]', '[-56.0]']
['13:25:35.940', '0.0', '[47, 32]', '[40, -23]', '[-56.0]']
['13:25:36.111', '0.0', '[79, 32]', '[40, -23]', '[-56.0]']
['13:25:36.337', '0.0', '[79, 32]', '[-9, -23]', '[-56.0]']
['13:25:36.716', '0.0', '[79, 32]', '[-9, -38]', '[-56.0]']
['13:25:36.933', '0.0', '[79, 32]', '[-9, -38]', '[81.0]']
['13:25:45.135', '0.6', '[79, 32]', '[-9, -38]', '[81.0]']
['13:25:45.379', '0.6', '[63, 32]', '[-9, -38]', '[81.0]']
['13:25:45.560', '0.6', '[63, 32]', '[8, -38]', '[81.0]']
['13:25:45.760', '0.6', '[63, 16]', '[8, -38]', '[81.0]']
['13:25:45.980', '0.6', '[63, 16]', '[8, 9]', '[81.0]']
['13:25:46.144', '0.6', '[63, 16]', '[8, 9]', '[5.0]']
['13:25:54.355', '0.1', '[63, 16]', '[8, 9]', '[5.0]']
['13:25:54.575', '0.1', '[15, 16]', '[8, 9]', '[5.0]']
['13:25:54.780', '0.1', '[15, 16]', '[-9, 9]', '[5.0]']
['13:25:54.978', '0.1', '[15, 47]', '[-9, 9]', '[5.0]']
['13:25:55.169', '0.1', '[15, 47]', '[-9, -68]', '[5.0]']
['13:25:55.423', '0.1', '[15, 47]', '[-9, -68]', '[-56.0]']
['13:26:03.596', '0.0', '[15, 47]', '[-9, -68]', '[-56.0]']
['13:26:03.797', '0.0', '[0, 47]', '[-9, -68]', '[-56.0]']
['13:26:04.015', '0.0', '[0, 47]', '[-88, -68]', '[-56.0]']
['13:26:04.219', '0.0', '[0, 63]', '[-88, -68]', '[-56.0]']
['13:26:04.420', '0.0', '[0, 63]', '[-88, 24]', '[-56.0]']
['13:26:04.617', '0.0', '[0, 63]', '[-88, 24]', '[-40.0]']
['13:26:12.824', '0.4', '[0, 63]', '[-88, 24]', '[-40.0]']
['13:26:13.264', '0.4', '[0, 63]', '[-72, 24]', '[-40.0]']
['13:26:13.442', '0.4', '[0, 0]', '[-72, 24]', '[-40.0]']
['13:26:13.663', '0.4', '[0, 0]', '[-72, 70]', '[-40.0]']
['13:26:13.863', '0.4', '[0, 0]', '[-72, 70]', '[7.0]']
['13:26:22.084', '0.8', '[0, 0]', '[-72, 70]', '[7.0]']
['13:26:22.485', '0.8', '[0, 0]', '[25, 70]', '[7.0]']
['13:26:22.665', '0.8', '[0, 63]', '[25, 70]', '[7.0]']
['13:26:22.912', '0.8', '[0, 63]', '[25, -37]', '[7.0]']
['13:26:23.111', '0.8', '[0, 63]', '[25, -37]', '[-9.0]']
['13:26:31.503', '0.8', '[48, 63]', '[25, -37]', '[-9.0]']
['13:26:31.757', '0.8', '[48, 63]', '[10, -37]', '[-9.0]']
['13:26:31.908', '0.8', '[48, 0]', '[10, -37]', '[-9.0]']
['13:26:32.112', '0.8', '[48, 0]', '[10, -81]', '[-9.0]']
['13:26:32.959', '0.8', '[48, 0]', '[10, -81]', '[-70.0]']
['13:26:40.570', '0.5', '[48, 0]', '[10, -81]', '[-70.0]']
['13:26:40.795', '0.5', '[79, 0]', '[10, -81]', '[-70.0]']
['13:26:40.969', '0.5', '[79, 0]', '[-38, -81]', '[-70.0]']
['13:26:41.369', '0.5', '[79, 0]', '[-38, 86]', '[-70.0]']
['13:26:41.570', '0.5', '[79, 0]', '[-38, 86]', '[83.0]']
['13:26:49.776', '0.6', '[79, 0]', '[-38, 86]', '[83.0]']
['13:26:49.994', '0.6', '[47, 0]', '[-38, 86]', '[83.0]']
['13:26:50.192', '0.6', '[47, 0]', '[-54, 86]', '[83.0]']
['13:26:50.393', '0.6', '[47, 32]', '[-54, 86]', '[83.0]']
['13:26:50.593', '0.6', '[47, 32]', '[-54, 39]', '[83.0]']
['13:26:50.795', '0.6', '[47, 32]', '[-54, 39]', '[-84.0]']
['13:26:59.015', '0.4', '[47, 32]', '[-54, 39]', '[-84.0]']
['13:26:59.220', '0.4', '[15, 32]', '[-54, 39]', '[-84.0]']
['13:26:59.436', '0.4', '[15, 32]', '[-85, 39]', '[-84.0]']
['13:26:59.615', '0.4', '[15, 16]', '[-85, 39]', '[-84.0]']
['13:26:59.818', '0.4', '[15, 16]', '[-85, -7]', '[-84.0]']
['13:27:00.027', '0.4', '[15, 16]', '[-85, -7]', '[-23.0]']
['13:27:08.461', '0.4', '[0, 16]', '[-85, -7]', '[-23.0]']
['13:27:08.660', '0.4', '[0, 16]', '[-53, -7]', '[-23.0]']
['13:27:08.852', '0.4', '[0, 79]', '[-53, -7]', '[-23.0]']
['13:27:09.060', '0.4', '[0, 79]', '[-53, -53]', '[-23.0]']
['13:27:09.261', '0.4', '[0, 79]', '[-53, -53]', '[-83.0]']
['13:27:17.480', '0.5', '[0, 79]', '[-53, -53]', '[-83.0]']
['13:27:17.705', '0.5', '[64, 79]', '[-53, -53]', '[-83.0]']
['13:27:17.905', '0.5', '[64, 79]', '[-69, -53]', '[-83.0]']
['13:27:18.133', '0.5', '[64, 1]', '[-69, -53]', '[-83.0]']
['13:27:18.332', '0.5', '[64, 1]', '[-69, -22]', '[-83.0]']
['13:27:18.536', '0.5', '[64, 1]', '[-69, -22]', '[-7.0]']
['13:27:26.700', '0.1', '[64, 1]', '[-69, -22]', '[-7.0]']
['13:27:26.902', '0.1', '[79, 1]', '[-69, -22]', '[-7.0]']
['13:27:27.127', '0.1', '[79, 1]', '[-4, -22]', '[-7.0]']
['13:27:27.328', '0.1', '[79, 64]', '[-4, -22]', '[-7.0]']
['13:27:27.526', '0.1', '[79, 64]', '[-4, 69]', '[-7.0]']
['13:27:27.728', '0.1', '[79, 64]', '[-4, 69]', '[-53.0]']
['13:27:35.967', '0.6', '[79, 64]', '[-4, 69]', '[-53.0]']
['13:27:36.164', '0.6', '[0, 64]', '[-4, 69]', '[-53.0]']
['13:27:36.349', '0.6', '[0, 64]', '[-20, 69]', '[-53.0]']
['13:27:36.564', '0.6', '[0, 17]', '[-20, 69]', '[-53.0]']
['13:27:36.765', '0.6', '[0, 17]', '[-20, -8]', '[-53.0]']
['13:27:36.965', '0.6', '[0, 17]', '[-20, -8]', '[-7.0]']
['13:27:45.169', '0.4', '[0, 17]', '[-20, -8]', '[-7.0]']
['13:27:45.372', '0.4', '[48, 17]', '[-20, -8]', '[-7.0]']
['13:27:45.586', '0.4', '[48, 17]', '[60, -8]', '[-7.0]']
['13:27:46.010', '0.4', '[48, 17]', '[60, 37]', '[-7.0]']
['13:27:54.399', '0.5', '[48, 17]', '[60, 37]', '[-7.0]']
['13:27:54.611', '0.5', '[64, 17]', '[60, 37]', '[-7.0]']
['13:27:54.813', '0.5', '[64, 17]', '[43, 37]', '[-7.0]']
['13:27:55.030', '0.5', '[64, 48]', '[43, 37]', '[-7.0]']
['13:27:55.236', '0.5', '[64, 48]', '[43, 67]', '[-7.0]']
['13:27:55.438', '0.5', '[64, 48]', '[43, 67]', '[23.0]']
['13:28:03.632', '0.8', '[64, 48]', '[43, 67]', '[23.0]']
['13:28:04.052', '0.8', '[64, 48]', '[-6, 67]', '[23.0]']
['13:28:04.286', '0.8', '[64, 79]', '[-6, 67]', '[23.0]']
['13:28:04.509', '0.8', '[64, 79]', '[-6, 20]', '[23.0]']
['13:28:04.708', '0.8', '[64, 79]', '[-6, 20]', '[84.0]']
['13:28:12.904', '0.9', '[64, 79]', '[-6, 20]', '[84.0]']
['13:28:13.079', '0.9', '[79, 79]', '[-6, 20]', '[84.0]']
['13:28:13.282', '0.9', '[79, 79]', '[42, 20]', '[84.0]']
['13:28:13.502', '0.9', '[79, 16]', '[42, 20]', '[84.0]']
['13:28:13.704', '0.9', '[79, 16]', '[42, -10]', '[84.0]']
['13:28:13.903', '0.9', '[79, 16]', '[42, -10]', '[-83.0]']
['13:28:22.123', '0.2', '[79, 16]', '[42, -10]', '[-83.0]']
['13:28:22.324', '0.2', '[0, 16]', '[42, -10]', '[-83.0]']
['13:28:22.524', '0.2', '[0, 16]', '[-38, -10]', '[-83.0]']
['13:28:22.723', '0.2', '[0, 32]', '[-38, -10]', '[-83.0]']
['13:28:22.928', '0.2', '[0, 32]', '[-38, 6]', '[-83.0]']
['13:28:23.147', '0.2', '[0, 32]', '[-38, 6]', '[-37.0]']
['13:28:31.368', '0.6', '[0, 32]', '[-38, 6]', '[-37.0]']
['13:28:31.547', '0.6', '[80, 32]', '[-38, 6]', '[-37.0]']
['13:28:31.751', '0.6', '[80, 32]', '[58, 6]', '[-37.0]']
['13:28:31.960', '0.6', '[80, 47]', '[58, 6]', '[-37.0]']
['13:28:32.164', '0.6', '[80, 47]', '[58, 51]', '[-37.0]']
['13:28:32.374', '0.6', '[80, 47]', '[58, 51]', '[55.0]']
['13:28:40.587', '0.8', '[80, 47]', '[58, 51]', '[55.0]']
['13:28:40.792', '0.8', '[64, 47]', '[58, 51]', '[55.0]']
['13:28:40.990', '0.8', '[64, 47]', '[-7, 51]', '[55.0]']
['13:28:41.386', '0.8', '[64, 47]', '[-7, -25]', '[55.0]']
['13:28:41.594', '0.8', '[64, 47]', '[-7, -25]', '[10.0]']
['13:28:49.803', '0.9', '[64, 47]', '[-7, -25]', '[10.0]']
['13:28:50.220', '0.9', '[64, 47]', '[-55, -25]', '[10.0]']
['13:28:50.431', '0.9', '[64, 78]', '[-55, -25]', '[10.0]']
['13:28:50.630', '0.9', '[64, 78]', '[-55, 66]', '[10.0]']
['13:28:50.856', '0.9', '[64, 78]', '[-55, 66]', '[-52.0]']
['13:28:59.055', '0.5', '[64, 78]', '[-55, 66]', '[-52.0]']
['13:28:59.243', '0.5', '[48, 78]', '[-55, 66]', '[-52.0]']
['13:28:59.446', '0.5', '[48, 78]', '[-71, 66]', '[-52.0]']
['13:28:59.855', '0.5', '[48, 78]', '[-71, -11]', '[-52.0]']
['13:29:00.076', '0.5', '[48, 78]', '[-71, -11]', '[10.0]']
['13:29:08.270', '0.0', '[48, 78]', '[-71, -11]', '[10.0]']
['13:29:08.674', '0.0', '[48, 78]', '[-37, -11]', '[10.0]']
['13:29:09.121', '0.0', '[48, 78]', '[-37, -72]', '[10.0]']
['13:29:09.321', '0.0', '[48, 78]', '[-37, -72]', '[55.0]']
['13:29:17.504', '0.5', '[48, 78]', '[-37, -72]', '[55.0]']
['13:29:17.720', '0.5', '[0, 78]', '[-37, -72]', '[55.0]']
['13:29:17.921', '0.5', '[0, 78]', '[-53, -72]', '[55.0]']
['13:29:18.143', '0.5', '[0, 31]', '[-53, -72]', '[55.0]']
['13:29:18.341', '0.5', '[0, 31]', '[-53, -71]', '[55.0]']
['13:29:18.542', '0.5', '[0, 31]', '[-53, -71]', '[85.0]']
['13:29:26.765', '0.3', '[0, 31]', '[-53, -71]', '[85.0]']
['13:29:26.938', '0.3', '[16, 31]', '[-53, -71]', '[85.0]']
['13:29:27.342', '0.3', '[16, 0]', '[-53, -71]', '[85.0]']
['13:29:27.562', '0.3', '[16, 0]', '[-53, 82]', '[85.0]']
['13:29:27.763', '0.3', '[16, 0]', '[-53, 82]', '[-7.0]']
['13:29:35.961', '0.6', '[16, 0]', '[-53, 82]', '[-7.0]']
['13:29:36.204', '0.6', '[80, 0]', '[-53, 82]', '[-7.0]']
['13:29:36.368', '0.6', '[80, 0]', '[27, 82]', '[-7.0]']
['13:29:36.586', '0.6', '[80, 47]', '[27, 82]', '[-7.0]']
['13:29:36.786', '0.6', '[80, 47]', '[27, -85]', '[-7.0]']
['13:29:37.002', '0.6', '[80, 47]', '[27, -85]', '[69.0]']
['13:29:45.196', '0.9', '[80, 47]', '[27, -85]', '[69.0]']
['13:29:45.404', '0.9', '[16, 47]', '[27, -85]', '[69.0]']
['13:29:45.623', '0.9', '[16, 47]', '[75, -85]', '[69.0]']
['13:29:45.824', '0.9', '[16, 78]', '[75, -85]', '[69.0]']
['13:29:46.025', '0.9', '[16, 78]', '[75, -55]', '[69.0]']
['13:29:46.223', '0.9', '[16, 78]', '[75, -55]', '[53.0]']
['13:29:54.429', '0.1', '[16, 78]', '[75, -55]', '[53.0]']
['13:29:54.847', '0.1', '[16, 78]', '[11, -55]', '[53.0]']
['13:29:55.043', '0.1', '[16, 46]', '[11, -55]', '[53.0]']
['13:29:55.247', '0.1', '[16, 46]', '[11, -39]', '[53.0]']
['13:29:55.449', '0.1', '[16, 46]', '[11, -39]', '[-23.0]']
['13:30:03.672', '0.4', '[16, 46]', '[11, -39]', '[-23.0]']
['13:30:03.870', '0.4', '[80, 46]', '[11, -39]', '[-23.0]']
['13:30:04.071', '0.4', '[80, 46]', '[26, -39]', '[-23.0]']
['13:30:04.289', '0.4', '[80, 15]', '[26, -39]', '[-23.0]']
['13:30:04.473', '0.4', '[80, 15]', '[26, 37]', '[-23.0]']
['13:30:04.712', '0.4', '[80, 15]', '[26, 37]', '[-83.0]']
['13:30:12.892', '0.8', '[80, 15]', '[26, 37]', '[-83.0]']
['13:30:13.113', '0.8', '[0, 15]', '[26, 37]', '[-83.0]']
['13:30:13.339', '0.8', '[0, 15]', '[-70, 37]', '[-83.0]']
['13:30:13.740', '0.8', '[0, 15]', '[-70, 36]', '[-83.0]']
['13:30:13.940', '0.8', '[0, 15]', '[-70, 36]', '[-7.0]']
['13:30:22.133', '0.3', '[0, 15]', '[-70, 36]', '[-7.0]']
['13:30:22.361', '0.3', '[16, 15]', '[-70, 36]', '[-7.0]']
['13:30:22.577', '0.3', '[16, 15]', '[-84, 36]', '[-7.0]']
['13:30:22.738', '0.3', '[16, 78]', '[-84, 36]', '[-7.0]']
['13:30:22.994', '0.3', '[16, 78]', '[-84, -25]', '[-7.0]']
['13:30:23.257', '0.3', '[16, 78]', '[-84, -25]', '[84.0]']
['13:30:31.372', '0.8', '[16, 78]', '[-84, -25]', '[84.0]']
['13:30:31.579', '0.8', '[32, 78]', '[-84, -25]', '[84.0]']
['13:30:31.778', '0.8', '[32, 78]', '[28, -25]', '[84.0]']
['13:30:32.195', '0.8', '[32, 78]', '[28, -71]', '[84.0]']
['13:30:32.401', '0.8', '[32, 78]', '[28, -71]', '[37.0]']
['13:30:40.602', '0.9', '[32, 78]', '[28, -71]', '[37.0]']
['13:30:40.804', '0.9', '[64, 78]', '[28, -71]', '[37.0]']
['13:30:41.020', '0.9', '[64, 78]', '[76, -71]', '[37.0]']
['13:30:41.221', '0.9', '[64, 0]', '[76, -71]', '[37.0]']
['13:30:41.421', '0.9', '[64, 0]', '[76, 52]', '[37.0]']
['13:30:41.621', '0.9', '[64, 0]', '[76, 52]', '[-24.0]']
['13:30:49.837', '0.0', '[64, 0]', '[76, 52]', '[-24.0]']
['13:30:50.267', '0.0', '[64, 0]', '[44, 52]', '[-24.0]']
['13:30:50.466', '0.0', '[64, 78]', '[44, 52]', '[-24.0]']
['13:30:59.071', '0.5', '[64, 78]', '[44, 52]', '[-24.0]']
['13:30:59.307', '0.5', '[0, 78]', '[44, 52]', '[-24.0]']
['13:30:59.559', '0.5', '[0, 78]', '[-21, 52]', '[-24.0]']
['13:30:59.687', '0.5', '[0, 46]', '[-21, 52]', '[-24.0]']
['13:30:59.886', '0.5', '[0, 46]', '[-21, -39]', '[-24.0]']
['13:31:00.088', '0.5', '[0, 46]', '[-21, -39]', '[21.0]']
['13:31:08.306', '0.1', '[0, 46]', '[-21, -39]', '[21.0]']
['13:31:08.506', '0.1', '[48, 46]', '[-21, -39]', '[21.0]']
['13:31:08.752', '0.1', '[48, 46]', '[90, -39]', '[21.0]']
['13:31:08.911', '0.1', '[48, 15]', '[90, -39]', '[21.0]']
['13:31:09.114', '0.1', '[48, 15]', '[90, 53]', '[21.0]']
['13:31:09.331', '0.1', '[48, 15]', '[90, 53]', '[67.0]']
['13:31:17.526', '0.5', '[48, 15]', '[90, 53]', '[67.0]']
['13:31:17.731', '0.5', '[32, 15]', '[90, 53]', '[67.0]']
['13:31:17.966', '0.5', '[32, 15]', '[57, 53]', '[67.0]']
['13:31:18.167', '0.5', '[32, 46]', '[57, 53]', '[67.0]']
['13:31:18.370', '0.5', '[32, 46]', '[57, 37]', '[67.0]']
['13:31:18.553', '0.5', '[32, 46]', '[57, 37]', '[20.0]']
['13:31:26.769', '0.0', '[32, 46]', '[57, 37]', '[20.0]']
['13:31:26.989', '0.0', '[64, 46]', '[57, 37]', '[20.0]']
['13:31:27.178', '0.0', '[64, 46]', '[72, 37]', '[20.0]']
['13:31:27.413', '0.0', '[64, 31]', '[72, 37]', '[20.0]']
['13:31:27.612', '0.0', '[64, 31]', '[72, 21]', '[20.0]']
['13:31:27.816', '0.0', '[64, 31]', '[72, 21]', '[-40.0]']
['13:31:36.007', '0.3', '[64, 31]', '[72, 21]', '[-40.0]']
['13:31:36.236', '0.3', '[48, 31]', '[72, 21]', '[-40.0]']
['13:31:36.440', '0.3', '[48, 31]', '[8, 21]', '[-40.0]']
['13:31:36.615', '0.3', '[48, 46]', '[8, 21]', '[-40.0]']
['13:31:36.818', '0.3', '[48, 46]', '[8, -70]', '[-40.0]']
['13:31:37.056', '0.3', '[48, 46]', '[8, -70]', '[52.0]']
['13:31:45.241', '0.0', '[48, 46]', '[8, -70]', '[52.0]']
['13:31:45.457', '0.0', '[64, 46]', '[8, -70]', '[52.0]']
['13:31:45.705', '0.0', '[64, 46]', '[-73, -70]', '[52.0]']
['13:31:46.058', '0.0', '[64, 46]', '[-73, -83]', '[52.0]']
['13:31:46.302', '0.0', '[64, 46]', '[-73, -83]', '[82.0]']
['13:31:54.477', '0.4', '[64, 46]', '[-73, -83]', '[82.0]']
['13:31:54.675', '0.4', '[48, 46]', '[-73, -83]', '[82.0]']
['13:31:54.878', '0.4', '[48, 46]', '[-56, -83]', '[82.0]']
['13:31:55.098', '0.4', '[48, 31]', '[-56, -83]', '[82.0]']
['13:31:55.302', '0.4', '[48, 31]', '[-56, -37]', '[82.0]']
['13:31:55.501', '0.4', '[48, 31]', '[-56, -37]', '[-85.0]']
['13:32:03.744', '0.2', '[48, 31]', '[-56, -37]', '[-85.0]']
['13:32:03.917', '0.2', '[0, 31]', '[-56, -37]', '[-85.0]']
['13:32:04.118', '0.2', '[0, 31]', '[-87, -37]', '[-85.0]']
['13:32:04.346', '0.2', '[0, 0]', '[-87, -37]', '[-85.0]']
['13:32:04.531', '0.2', '[0, 0]', '[-87, 10]', '[-85.0]']
['13:32:04.741', '0.2', '[0, 0]', '[-87, 10]', '[67.0]']
['13:32:12.962', '0.9', '[0, 0]', '[-87, 10]', '[67.0]']
['13:32:13.165', '0.9', '[64, 0]', '[-87, 10]', '[67.0]']
['13:32:13.364', '0.9', '[64, 0]', '[-38, 10]', '[67.0]']
['13:32:13.586', '0.9', '[64, 47]', '[-38, 10]', '[67.0]']
['13:32:13.789', '0.9', '[64, 47]', '[-38, 85]', '[67.0]']
['13:32:13.966', '0.9', '[64, 47]', '[-38, 85]', '[35.0]']
['13:32:22.177', '0.0', '[64, 47]', '[-38, 85]', '[35.0]']
['13:32:22.433', '0.0', '[32, 47]', '[-38, 85]', '[35.0]']
['13:32:22.606', '0.0', '[32, 47]', '[11, 85]', '[35.0]']
['13:32:23.008', '0.0', '[32, 47]', '[11, -37]', '[35.0]']
['13:32:23.206', '0.0', '[32, 47]', '[11, -37]', '[-41.0]']
['13:32:31.648', '0.0', '[0, 47]', '[11, -37]', '[-41.0]']
['13:32:32.044', '0.0', '[0, 78]', '[11, -37]', '[-41.0]']
['13:32:32.251', '0.0', '[0, 78]', '[11, -81]', '[-41.0]']
['13:32:32.450', '0.0', '[0, 78]', '[11, -81]', '[66.0]']
['13:32:40.648', '0.6', '[0, 78]', '[11, -81]', '[66.0]']
['13:32:40.866', '0.6', '[32, 78]', '[11, -81]', '[66.0]']
['13:32:41.064', '0.6', '[32, 78]', '[-6, -81]', '[66.0]']
['13:32:41.493', '0.6', '[32, 78]', '[-6, 56]', '[66.0]']
['13:32:41.692', '0.6', '[32, 78]', '[-6, 56]', '[-72.0]']
['13:32:49.874', '0.7', '[32, 78]', '[-6, 56]', '[-72.0]']
['13:32:50.083', '0.7', '[48, 78]', '[-6, 56]', '[-72.0]']
['13:32:50.335', '0.7', '[48, 78]', '[-37, 56]', '[-72.0]']
['13:32:50.514', '0.7', '[48, 31]', '[-37, 56]', '[-72.0]']
['13:32:50.738', '0.7', '[48, 31]', '[-37, -80]', '[-72.0]']
['13:32:50.913', '0.7', '[48, 31]', '[-37, -80]', '[51.0]']
['13:32:59.128', '0.8', '[48, 31]', '[-37, -80]', '[51.0]']
['13:32:59.529', '0.8', '[48, 31]', '[11, -80]', '[51.0]']
['13:32:59.727', '0.8', '[48, 0]', '[11, -80]', '[51.0]']
['13:32:59.932', '0.8', '[48, 0]', '[11, 26]', '[51.0]']
['13:33:00.153', '0.8', '[48, 0]', '[11, 26]', '[-71.0]']
['13:33:08.350', '0.4', '[48, 0]', '[11, 26]', '[-71.0]']
['13:33:08.550', '0.4', '[32, 0]', '[11, 26]', '[-71.0]']
['13:33:08.754', '0.4', '[32, 0]', '[74, 26]', '[-71.0]']
['13:33:08.975', '0.4', '[32, 78]', '[74, 26]', '[-71.0]']
['13:33:09.195', '0.4', '[32, 78]', '[74, 41]', '[-71.0]']
['13:33:09.393', '0.4', '[32, 78]', '[74, 41]', '[52.0]']
['13:33:17.579', '0.1', '[32, 78]', '[74, 41]', '[52.0]']
['13:33:17.812', '0.1', '[80, 78]', '[74, 41]', '[52.0]']
['13:33:18.013', '0.1', '[80, 78]', '[-55, 41]', '[52.0]']
['13:33:18.202', '0.1', '[80, 0]', '[-55, 41]', '[52.0]']
['13:33:18.418', '0.1', '[80, 0]', '[-55, 56]', '[52.0]']
['13:33:18.615', '0.1', '[80, 0]', '[-55, 56]', '[-84.0]']
['13:33:26.838', '0.7', '[80, 0]', '[-55, 56]', '[-84.0]']
['13:33:27.036', '0.7', '[0, 0]', '[-55, 56]', '[-84.0]']
['13:33:27.239', '0.7', '[0, 0]', '[-7, 56]', '[-84.0]']
['13:33:27.428', '0.7', '[0, 47]', '[-7, 56]', '[-84.0]']
['13:33:27.665', '0.7', '[0, 47]', '[-7, -20]', '[-84.0]']
['13:33:27.863', '0.7', '[0, 47]', '[-7, -20]', '[53.0]']
['13:33:36.083', '0.9', '[0, 47]', '[-7, -20]', '[53.0]']
['13:33:36.254', '0.9', '[16, 47]', '[-7, -20]', '[53.0]']
['13:33:36.476', '0.9', '[16, 47]', '[73, -20]', '[53.0]']
['13:33:36.660', '0.9', '[16, 16]', '[73, -20]', '[53.0]']
['13:33:36.877', '0.9', '[16, 16]', '[73, -5]', '[53.0]']
['13:33:37.072', '0.9', '[16, 16]', '[73, -5]', '[-8.0]']
['13:33:45.301', '0.7', '[16, 16]', '[73, -5]', '[-8.0]']
['13:33:45.501', '0.7', '[32, 16]', '[73, -5]', '[-8.0]']
['13:33:45.701', '0.7', '[32, 16]', '[40, -5]', '[-8.0]']
['13:33:45.900', '0.7', '[32, 1]', '[40, -5]', '[-8.0]']
['13:33:46.100', '0.7', '[32, 1]', '[40, -35]', '[-8.0]']
['13:33:46.304', '0.7', '[32, 1]', '[40, -35]', '[83.0]']
['13:33:54.523', '0.8', '[32, 1]', '[40, -35]', '[83.0]']
['13:33:54.721', '0.8', '[0, 1]', '[40, -35]', '[83.0]']
['13:33:54.920', '0.8', '[0, 1]', '[56, -35]', '[83.0]']
['13:33:55.146', '0.8', '[0, 33]', '[56, -35]', '[83.0]']
['13:33:55.324', '0.8', '[0, 33]', '[56, -34]', '[83.0]']
['13:33:55.528', '0.8', '[0, 33]', '[56, -34]', '[52.0]']
['13:34:04.147', '0.8', '[0, 33]', '[71, -34]', '[52.0]']
['13:34:04.567', '0.8', '[0, 33]', '[71, 27]', '[52.0]']
['13:34:04.765', '0.8', '[0, 33]', '[71, 27]', '[7.0]']
['13:34:13.007', '0.5', '[0, 33]', '[71, 27]', '[7.0]']
['13:34:13.212', '0.5', '[80, 33]', '[71, 27]', '[7.0]']
['13:34:13.432', '0.5', '[80, 33]', '[-89, 27]', '[7.0]']
['13:34:13.591', '0.5', '[80, 2]', '[-89, 27]', '[7.0]']
['13:34:13.796', '0.5', '[80, 2]', '[-89, -49]', '[7.0]']
['13:34:14.000', '0.5', '[80, 2]', '[-89, -49]', '[36.0]']
['13:34:22.424', '0.5', '[32, 2]', '[-89, -49]', '[36.0]']
['13:34:22.624', '0.5', '[32, 2]', '[-25, -49]', '[36.0]']
['13:34:23.026', '0.5', '[32, 2]', '[-25, -64]', '[36.0]']
['13:34:23.228', '0.5', '[32, 2]', '[-25, -64]', '[-71.0]']
