['timestamp', 'frequency', 'amplitudes', 'offsets', 'phase_biases']
['13:34:31.449', '0.7', '[32, 2]', '[-25, -64]', '[-71.0]']
['13:34:31.652', '0.7', '[0, 2]', '[-25, -64]', '[-71.0]']
['13:34:31.849', '0.7', '[0, 2]', '[-88, -64]', '[-71.0]']
['13:34:32.050', '0.7', '[0, 49]', '[-88, -64]', '[-71.0]']
['13:34:32.252', '0.7', '[0, 49]', '[-88, -48]', '[-71.0]']
['13:34:32.473', '0.7', '[0, 49]', '[-88, -48]', '[82.0]']
['13:34:40.690', '0.4', '[0, 49]', '[-88, -48]', '[82.0]']
['13:34:40.896', '0.4', '[80, 49]', '[-88, -48]', '[82.0]']
['13:34:41.092', '0.4', '[80, 49]', '[56, -48]', '[82.0]']
['13:34:41.292', '0.4', '[80, 65]', '[56, -48]', '[82.0]']
['13:34:41.493', '0.4', '[80, 65]', '[56, 89]', '[82.0]']
['13:34:41.693', '0.4', '[80, 65]', '[56, 89]', '[-85.0]']
['13:34:49.938', '0.7', '[80, 65]', '[56, 89]', '[-85.0]']
['13:34:50.106', '0.7', '[16, 65]', '[56, 89]', '[-85.0]']
['13:34:50.339', '0.7', '[16, 65]', '[87, 89]', '[-85.0]']
['13:34:50.538', '0.7', '[16, 18]', '[87, 89]', '[-85.0]']
['13:34:50.734', '0.7', '[16, 18]', '[87, -49]', '[-85.0]']
['13:34:50.935', '0.7', '[16, 18]', '[87, -49]', '[67.0]']
['13:34:59.133', '0.2', '[16, 18]', '[87, -49]', '[67.0]']
['13:34:59.357', '0.2', '[80, 18]', '[87, -49]', '[67.0]']
['13:34:59.553', '0.2', '[80, 18]', '[55, -49]', '[67.0]']
['13:34:59.752', '0.2', '[80, 65]', '[55, -49]', '[67.0]']
['13:34:59.958', '0.2', '[80, 65]', '[55, -18]', '[67.0]']
['13:35:00.152', '0.2', '[80, 65]', '[55, -18]', '[-40.0]']
['13:35:08.393', '0.4', '[80, 65]', '[55, -18]', '[-40.0]']
['13:35:08.799', '0.4', '[80, 65]', '[-10, -18]', '[-40.0]']
['13:35:09.401', '0.4', '[80, 65]', '[-10, -18]', '[7.0]']
['13:35:17.603', '0.3', '[80, 65]', '[-10, -18]', '[7.0]']
['13:35:17.807', '0.3', '[0, 65]', '[-10, -18]', '[7.0]']
['13:35:18.044', '0.3', '[0, 65]', '[7, -18]', '[7.0]']
['13:35:18.243', '0.3', '[0, 49]', '[7, -18]', '[7.0]']
['13:35:18.469', '0.3', '[0, 49]', '[7, 88]', '[7.0]']
['13:35:18.623', '0.3', '[0, 49]', '[7, 88]', '[-24.0]']
['13:35:26.864', '0.6', '[0, 49]', '[7, 88]', '[-24.0]']
['13:35:27.063', '0.6', '[32, 49]', '[7, 88]', '[-24.0]']
['13:35:27.245', '0.6', '[32, 49]', '[-74, 88]', '[-24.0]']
['13:35:27.449', '0.6', '[32, 2]', '[-74, 88]', '[-24.0]']
['13:35:27.665', '0.6', '[32, 2]', '[-74, -65]', '[-24.0]']
['13:35:27.864', '0.6', '[32, 2]', '[-74, -65]', '[67.0]']
['13:35:36.083', '0.9', '[32, 2]', '[-74, -65]', '[67.0]']
['13:35:36.286', '0.9', '[48, 2]', '[-74, -65]', '[67.0]']
['13:35:36.484', '0.9', '[48, 2]', '[-25, -65]', '[67.0]']
['13:35:36.708', '0.9', '[48, 65]', '[-25, -65]', '[67.0]']
['13:35:36.904', '0.9', '[48, 65]', '[-25, -3]', '[67.0]']
['13:35:45.303', '0.3', '[48, 65]', '[-25, -3]', '[67.0]']
['13:35:45.522', '0.3', '[64, 65]', '[-25, -3]', '[67.0]']
['13:35:45.721', '0.3', '[64, 65]', '[23, -3]', '[67.0]']
['13:35:45.921', '0.3', '[64, 2]', '[23, -3]', '[67.0]']
['13:35:46.126', '0.3', '[64, 2]', '[23, -79]', '[67.0]']
['13:35:46.322', '0.3', '[64, 2]', '[23, -79]', '[51.0]']
['13:35:54.546', '0.2', '[64, 2]', '[23, -79]', '[51.0]']
['13:35:54.748', '0.2', '[32, 2]', '[23, -79]', '[51.0]']
['13:35:54.947', '0.2', '[32, 2]', '[-25, -79]', '[51.0]']
['13:35:55.146', '0.2', '[32, 49]', '[-25, -79]', '[51.0]']
['13:35:55.345', '0.2', '[32, 49]', '[-25, -3]', '[51.0]']
['13:35:55.556', '0.2', '[32, 49]', '[-25, -3]', '[-40.0]']
['13:36:03.786', '0.8', '[32, 49]', '[-25, -3]', '[-40.0]']
['13:36:03.975', '0.8', '[64, 49]', '[-25, -3]', '[-40.0]']
['13:36:04.414', '0.8', '[64, 34]', '[-25, -3]', '[-40.0]']
['13:36:04.616', '0.8', '[64, 34]', '[-25, 88]', '[-40.0]']
['13:36:04.817', '0.8', '[64, 34]', '[-25, 88]', '[-55.0]']
['13:36:13.034', '0.7', '[64, 34]', '[-25, 88]', '[-55.0]']
['13:36:13.237', '0.7', '[32, 34]', '[-25, 88]', '[-55.0]']
['13:36:13.408', '0.7', '[32, 34]', '[-40, 88]', '[-55.0]']
['13:36:13.880', '0.7', '[32, 34]', '[-40, -65]', '[-55.0]']
['13:36:14.080', '0.7', '[32, 34]', '[-40, -65]', '[7.0]']
['13:36:22.430', '0.7', '[64, 34]', '[-40, -65]', '[7.0]']
['13:36:22.635', '0.7', '[64, 34]', '[-24, -65]', '[7.0]']
['13:36:23.081', '0.7', '[64, 34]', '[-24, -64]', '[7.0]']
['13:36:23.256', '0.7', '[64, 34]', '[-24, -64]', '[-70.0]']
['13:36:31.693', '0.7', '[16, 34]', '[-24, -64]', '[-70.0]']
['13:36:31.873', '0.7', '[16, 34]', '[40, -64]', '[-70.0]']
['13:36:32.094', '0.7', '[16, 65]', '[40, -64]', '[-70.0]']
['13:36:32.280', '0.7', '[16, 65]', '[40, 28]', '[-70.0]']
['13:36:33.173', '0.7', '[16, 65]', '[40, 28]', '[8.0]']
['13:36:40.741', '0.6', '[16, 65]', '[40, 28]', '[8.0]']
['13:36:40.902', '0.6', '[64, 65]', '[40, 28]', '[8.0]']
['13:36:41.115', '0.6', '[64, 65]', '[23, 28]', '[8.0]']
['13:36:41.318', '0.6', '[64, 2]', '[23, 28]', '[8.0]']
['13:36:41.513', '0.6', '[64, 2]', '[23, 74]', '[8.0]']
['13:36:41.720', '0.6', '[64, 2]', '[23, 74]', '[68.0]']
['13:36:49.930', '0.7', '[64, 2]', '[23, 74]', '[68.0]']
['13:36:50.185', '0.7', '[16, 2]', '[23, 74]', '[68.0]']
['13:36:50.344', '0.7', '[16, 2]', '[-9, 74]', '[68.0]']
['13:36:50.545', '0.7', '[16, 34]', '[-9, 74]', '[68.0]']
['13:36:50.751', '0.7', '[16, 34]', '[-9, -64]', '[68.0]']
['13:36:50.954', '0.7', '[16, 34]', '[-9, -64]', '[-55.0]']
['13:36:59.177', '0.3', '[16, 34]', '[-9, -64]', '[-55.0]']
['13:36:59.578', '0.3', '[16, 34]', '[56, -64]', '[-55.0]']
['13:36:59.778', '0.3', '[16, 80]', '[56, -64]', '[-55.0]']
['13:36:59.979', '0.3', '[16, 80]', '[56, 28]', '[-55.0]']
['13:37:00.185', '0.3', '[16, 80]', '[56, 28]', '[21.0]']
['13:37:08.402', '0.8', '[16, 80]', '[56, 28]', '[21.0]']
['13:37:08.599', '0.8', '[64, 80]', '[56, 28]', '[21.0]']
['13:37:08.802', '0.8', '[64, 80]', '[-56, 28]', '[21.0]']
['13:37:09.209', '0.8', '[64, 80]', '[-56, 13]', '[21.0]']
['13:37:09.470', '0.8', '[64, 80]', '[-56, 13]', '[82.0]']
['13:37:17.631', '0.0', '[64, 80]', '[-56, 13]', '[82.0]']
['13:37:17.870', '0.0', '[0, 80]', '[-56, 13]', '[82.0]']
['13:37:18.065', '0.0', '[0, 80]', '[40, 13]', '[82.0]']
['13:37:18.264', '0.0', '[0, 64]', '[40, 13]', '[82.0]']
['13:37:18.473', '0.0', '[0, 64]', '[40, 42]', '[82.0]']
['13:37:18.665', '0.0', '[0, 64]', '[40, 42]', '[-71.0]']
['13:37:26.891', '0.8', '[0, 64]', '[40, 42]', '[-71.0]']
['13:37:27.093', '0.8', '[16, 64]', '[40, 42]', '[-71.0]']
['13:37:27.273', '0.8', '[16, 64]', '[8, 42]', '[-71.0]']
['13:37:27.687', '0.8', '[16, 64]', '[8, 72]', '[-71.0]']
['13:37:27.887', '0.8', '[16, 64]', '[8, 72]', '[21.0]']
['13:37:36.114', '0.6', '[16, 64]', '[8, 72]', '[21.0]']
['13:37:36.537', '0.6', '[16, 64]', '[-40, 72]', '[21.0]']
['13:37:36.705', '0.6', '[16, 79]', '[-40, 72]', '[21.0]']
['13:37:36.910', '0.6', '[16, 79]', '[-40, -5]', '[21.0]']
['13:37:37.161', '0.6', '[16, 79]', '[-40, -5]', '[-84.0]']
['13:37:45.327', '0.3', '[16, 79]', '[-40, -5]', '[-84.0]']
['13:37:45.553', '0.3', '[32, 79]', '[-40, -5]', '[-84.0]']
['13:37:45.751', '0.3', '[32, 79]', '[-72, -5]', '[-84.0]']
['13:37:45.953', '0.3', '[32, 16]', '[-72, -5]', '[-84.0]']
['13:37:46.152', '0.3', '[32, 16]', '[-72, 71]', '[-84.0]']
['13:37:54.577', '0.4', '[32, 16]', '[-72, 71]', '[-84.0]']
['13:37:54.776', '0.4', '[80, 16]', '[-72, 71]', '[-84.0]']
['13:37:54.978', '0.4', '[80, 16]', '[-23, 71]', '[-84.0]']
['13:37:55.178', '0.4', '[80, 79]', '[-23, 71]', '[-84.0]']
['13:37:55.382', '0.4', '[80, 79]', '[-23, 39]', '[-84.0]']
['13:37:55.621', '0.4', '[80, 79]', '[-23, 39]', '[-54.0]']
['13:38:03.803', '0.6', '[80, 79]', '[-23, 39]', '[-54.0]']
['13:38:04.221', '0.6', '[80, 79]', '[-38, 39]', '[-54.0]']
['13:38:04.421', '0.6', '[80, 16]', '[-38, 39]', '[-54.0]']
['13:38:04.624', '0.6', '[80, 16]', '[-38, -7]', '[-54.0]']
['13:38:04.828', '0.6', '[80, 16]', '[-38, -7]', '[-8.0]']
['13:38:13.261', '0.6', '[48, 16]', '[-38, -7]', '[-8.0]']
['13:38:13.463', '0.6', '[48, 16]', '[-70, -7]', '[-8.0]']
['13:38:13.665', '0.6', '[48, 79]', '[-70, -7]', '[-8.0]']
['13:38:13.867', '0.6', '[48, 79]', '[-70, 38]', '[-8.0]']
['13:38:14.060', '0.6', '[48, 79]', '[-70, 38]', '[68.0]']
['13:38:22.480', '0.6', '[64, 79]', '[-70, 38]', '[68.0]']
['13:38:22.684', '0.6', '[64, 79]', '[90, 38]', '[68.0]']
['13:38:22.884', '0.6', '[64, 47]', '[90, 38]', '[68.0]']
['13:38:23.086', '0.6', '[64, 47]', '[90, 22]', '[68.0]']
['13:38:23.303', '0.6', '[64, 47]', '[90, 22]', '[21.0]']
['13:38:31.503', '0.1', '[64, 47]', '[90, 22]', '[21.0]']
['13:38:31.706', '0.1', '[0, 47]', '[90, 22]', '[21.0]']
['13:38:31.910', '0.1', '[0, 47]', '[-86, 22]', '[21.0]']
['13:38:32.121', '0.1', '[0, 63]', '[-86, 22]', '[21.0]']
['13:38:32.326', '0.1', '[0, 63]', '[-86, 83]', '[21.0]']
['13:38:32.526', '0.1', '[0, 63]', '[-86, 83]', '[-24.0]']
['13:38:40.732', '0.3', '[0, 63]', '[-86, 83]', '[-24.0]']
['13:38:41.142', '0.3', '[0, 63]', '[-54, 83]', '[-24.0]']
['13:38:41.344', '0.3', '[0, 32]', '[-54, 83]', '[-24.0]']
['13:38:41.546', '0.3', '[0, 32]', '[-54, -70]', '[-24.0]']
['13:38:41.749', '0.3', '[0, 32]', '[-54, -70]', '[52.0]']
['13:38:49.959', '0.7', '[0, 32]', '[-54, -70]', '[52.0]']
['13:38:50.368', '0.7', '[0, 32]', '[90, -70]', '[52.0]']
['13:38:50.773', '0.7', '[0, 32]', '[90, -23]', '[52.0]']
['13:38:51.015', '0.7', '[0, 32]', '[90, -23]', '[36.0]']
['13:38:59.208', '0.3', '[0, 32]', '[90, -23]', '[36.0]']
['13:38:59.408', '0.3', '[16, 32]', '[90, -23]', '[36.0]']
['13:38:59.609', '0.3', '[16, 32]', '[57, -23]', '[36.0]']
['13:38:59.808', '0.3', '[16, 63]', '[57, -23]', '[36.0]']
['13:39:00.031', '0.3', '[16, 63]', '[57, 22]', '[36.0]']
['13:39:00.230', '0.3', '[16, 63]', '[57, 22]', '[81.0]']
['13:39:08.453', '0.5', '[16, 63]', '[57, 22]', '[81.0]']
['13:39:08.850', '0.5', '[16, 63]', '[-39, 22]', '[81.0]']
['13:39:09.052', '0.5', '[16, 16]', '[-39, 22]', '[81.0]']
['13:39:09.251', '0.5', '[16, 16]', '[-39, -54]', '[81.0]']
['13:39:09.456', '0.5', '[16, 16]', '[-39, -54]', '[-41.0]']
['13:39:17.670', '0.3', '[16, 16]', '[-39, -54]', '[-41.0]']
['13:39:17.870', '0.3', '[80, 16]', '[-39, -54]', '[-41.0]']
['13:39:18.270', '0.3', '[80, 32]', '[-39, -54]', '[-41.0]']
['13:39:18.696', '0.3', '[80, 32]', '[-39, -54]', '[-85.0]']
['13:39:26.921', '0.4', '[80, 32]', '[-39, -54]', '[-85.0]']
['13:39:27.120', '0.4', '[32, 32]', '[-39, -54]', '[-85.0]']
['13:39:27.306', '0.4', '[32, 32]', '[41, -54]', '[-85.0]']
['13:39:27.510', '0.4', '[32, 79]', '[41, -54]', '[-85.0]']
['13:39:27.744', '0.4', '[32, 79]', '[41, 8]', '[-85.0]']
['13:39:27.945', '0.4', '[32, 79]', '[41, 8]', '[-24.0]']
['13:39:36.138', '0.8', '[32, 79]', '[41, 8]', '[-24.0]']
['13:39:36.363', '0.8', '[16, 79]', '[41, 8]', '[-24.0]']
['13:39:36.565', '0.8', '[16, 79]', '[-72, 8]', '[-24.0]']
['13:39:36.764', '0.8', '[16, 32]', '[-72, 8]', '[-24.0]']
['13:39:36.962', '0.8', '[16, 32]', '[-72, 53]', '[-24.0]']
['13:39:37.164', '0.8', '[16, 32]', '[-72, 53]', '[-84.0]']
['13:39:45.357', '0.0', '[16, 32]', '[-72, 53]', '[-84.0]']
['13:39:45.559', '0.0', '[32, 32]', '[-72, 53]', '[-84.0]']
['13:39:45.780', '0.0', '[32, 32]', '[57, 53]', '[-84.0]']
['13:39:45.982', '0.0', '[32, 1]', '[57, 53]', '[-84.0]']
['13:39:46.386', '0.0', '[32, 1]', '[57, 53]', '[53.0]']
['13:39:54.624', '0.8', '[32, 1]', '[57, 53]', '[53.0]']
['13:39:54.821', '0.8', '[80, 1]', '[57, 53]', '[53.0]']
['13:39:55.227', '0.8', '[80, 64]', '[57, 53]', '[53.0]']
['13:39:55.424', '0.8', '[80, 64]', '[57, -83]', '[53.0]']
['13:39:55.628', '0.8', '[80, 64]', '[57, -83]', '[-83.0]']
['13:40:03.847', '0.4', '[80, 64]', '[57, -83]', '[-83.0]']
['13:40:04.044', '0.4', '[16, 64]', '[57, -83]', '[-83.0]']
['13:40:04.244', '0.4', '[16, 64]', '[-39, -83]', '[-83.0]']
['13:40:04.672', '0.4', '[16, 64]', '[-39, 54]', '[-83.0]']
['13:40:04.871', '0.4', '[16, 64]', '[-39, 54]', '[38.0]']
['13:40:13.063', '0.5', '[16, 64]', '[-39, 54]', '[38.0]']
['13:40:13.268', '0.5', '[80, 64]', '[-39, 54]', '[38.0]']
['13:40:13.477', '0.5', '[80, 64]', '[73, 54]', '[38.0]']
['13:40:13.680', '0.5', '[80, 17]', '[73, 54]', '[38.0]']
['13:40:13.891', '0.5', '[80, 17]', '[73, 84]', '[38.0]']
['13:40:14.118', '0.5', '[80, 17]', '[73, 84]', '[-38.0]']
['13:40:22.512', '0.5', '[16, 17]', '[73, 84]', '[-38.0]']
['13:40:22.706', '0.5', '[16, 17]', '[9, 84]', '[-38.0]']
['13:40:22.910', '0.5', '[16, 79]', '[9, 84]', '[-38.0]']
['13:40:23.161', '0.5', '[16, 79]', '[9, -83]', '[-38.0]']
['13:40:23.319', '0.5', '[16, 79]', '[9, -83]', '[23.0]']
['13:40:31.529', '0.6', '[16, 79]', '[9, -83]', '[23.0]']
['13:40:31.729', '0.6', '[32, 79]', '[9, -83]', '[23.0]']
['13:40:32.138', '0.6', '[32, 47]', '[9, -83]', '[23.0]']
['13:40:32.359', '0.6', '[32, 47]', '[9, 23]', '[23.0]']
['13:40:32.559', '0.6', '[32, 47]', '[9, 23]', '[-82.0]']
['13:40:40.779', '0.2', '[32, 47]', '[9, 23]', '[-82.0]']
['13:40:40.983', '0.2', '[64, 47]', '[9, 23]', '[-82.0]']
['13:40:41.225', '0.2', '[64, 47]', '[-72, 23]', '[-82.0]']
['13:40:41.382', '0.2', '[64, 63]', '[-72, 23]', '[-82.0]']
['13:40:41.605', '0.2', '[64, 63]', '[-72, 69]', '[-82.0]']
['13:40:41.803', '0.2', '[64, 63]', '[-72, 69]', '[70.0]']
['13:40:50.027', '0.0', '[64, 63]', '[-72, 69]', '[70.0]']
['13:40:50.606', '0.0', '[64, 16]', '[-72, 69]', '[70.0]']
['13:40:50.809', '0.0', '[64, 16]', '[-72, -69]', '[70.0]']
['13:40:51.025', '0.0', '[64, 16]', '[-72, -69]', '[54.0]']
['13:40:59.223', '0.4', '[64, 16]', '[-72, -69]', '[54.0]']
['13:40:59.428', '0.4', '[48, 16]', '[-72, -69]', '[54.0]']
['13:40:59.631', '0.4', '[48, 16]', '[89, -69]', '[54.0]']
['13:40:59.837', '0.4', '[48, 79]', '[89, -69]', '[54.0]']
['13:41:00.068', '0.4', '[48, 79]', '[89, -22]', '[54.0]']
['13:41:08.465', '0.1', '[48, 79]', '[89, -22]', '[54.0]']
['13:41:08.672', '0.1', '[0, 79]', '[89, -22]', '[54.0]']
['13:41:08.887', '0.1', '[0, 79]', '[40, -22]', '[54.0]']
['13:41:09.080', '0.1', '[0, 16]', '[40, -22]', '[54.0]']
['13:41:09.284', '0.1', '[0, 16]', '[40, -82]', '[54.0]']
['13:41:09.488', '0.1', '[0, 16]', '[40, -82]', '[23.0]']
['13:41:17.907', '0.1', '[32, 16]', '[40, -82]', '[23.0]']
['13:41:18.107', '0.1', '[32, 16]', '[-88, -82]', '[23.0]']
['13:41:18.311', '0.1', '[32, 32]', '[-88, -82]', '[23.0]']
['13:41:18.534', '0.1', '[32, 32]', '[-88, 39]', '[23.0]']
['13:41:18.734', '0.1', '[32, 32]', '[-88, 39]', '[54.0]']
['13:41:26.955', '0.6', '[32, 32]', '[-88, 39]', '[54.0]']
['13:41:27.158', '0.6', '[80, 32]', '[-88, 39]', '[54.0]']
['13:41:27.357', '0.6', '[80, 32]', '[-56, 39]', '[54.0]']
['13:41:27.757', '0.6', '[80, 32]', '[-56, 23]', '[54.0]']
['13:41:27.957', '0.6', '[80, 32]', '[-56, 23]', '[84.0]']
['13:41:36.373', '0.6', '[16, 32]', '[-56, 23]', '[84.0]']
['13:41:36.577', '0.6', '[16, 32]', '[-72, 23]', '[84.0]']
['13:41:36.985', '0.6', '[16, 32]', '[-72, 9]', '[84.0]']
['13:41:37.223', '0.6', '[16, 32]', '[-72, 9]', '[-23.0]']
['13:41:45.399', '0.8', '[16, 32]', '[-72, 9]', '[-23.0]']
['13:41:45.817', '0.8', '[16, 32]', '[-23, 9]', '[-23.0]']
['13:41:46.010', '0.8', '[16, 79]', '[-23, 9]', '[-23.0]']
['13:41:46.220', '0.8', '[16, 79]', '[-23, -37]', '[-23.0]']
['13:41:46.425', '0.8', '[16, 79]', '[-23, -37]', '[-69.0]']
['13:41:54.687', '0.1', '[16, 79]', '[-23, -37]', '[-69.0]']
['13:41:54.866', '0.1', '[0, 79]', '[-23, -37]', '[-69.0]']
['13:41:55.087', '0.1', '[0, 79]', '[-86, -37]', '[-69.0]']
['13:41:55.250', '0.1', '[0, 32]', '[-86, -37]', '[-69.0]']
['13:41:55.462', '0.1', '[0, 32]', '[-86, -36]', '[-69.0]']
['13:41:55.665', '0.1', '[0, 32]', '[-86, -36]', '[-22.0]']
['13:42:03.880', '0.9', '[0, 32]', '[-86, -36]', '[-22.0]']
['13:42:04.280', '0.9', '[0, 32]', '[-22, -36]', '[-22.0]']
['13:42:04.479', '0.9', '[0, 63]', '[-22, -36]', '[-22.0]']
['13:42:04.681', '0.9', '[0, 63]', '[-22, 11]', '[-22.0]']
['13:42:04.884', '0.9', '[0, 63]', '[-22, 11]', '[23.0]']
['13:42:13.104', '0.4', '[0, 63]', '[-22, 11]', '[23.0]']
['13:42:13.305', '0.4', '[64, 63]', '[-22, 11]', '[23.0]']
['13:42:13.505', '0.4', '[64, 63]', '[42, 11]', '[23.0]']
['13:42:13.705', '0.4', '[64, 47]', '[42, 11]', '[23.0]']
['13:42:13.910', '0.4', '[64, 47]', '[42, 86]', '[23.0]']
['13:42:14.128', '0.4', '[64, 47]', '[42, 86]', '[54.0]']
['13:42:22.348', '0.3', '[64, 47]', '[42, 86]', '[54.0]']
['13:42:22.549', '0.3', '[16, 47]', '[42, 86]', '[54.0]']
['13:42:22.734', '0.3', '[16, 47]', '[73, 86]', '[54.0]']
['13:42:22.950', '0.3', '[16, 63]', '[73, 86]', '[54.0]']
['13:42:23.149', '0.3', '[16, 63]', '[73, 85]', '[54.0]']
['13:42:23.376', '0.3', '[16, 63]', '[73, 85]', '[-22.0]']
['13:42:31.555', '0.2', '[16, 63]', '[73, 85]', '[-22.0]']
['13:42:31.761', '0.2', '[48, 63]', '[73, 85]', '[-22.0]']
['13:42:31.970', '0.2', '[48, 63]', '[24, 85]', '[-22.0]']
['13:42:32.173', '0.2', '[48, 32]', '[24, 85]', '[-22.0]']
['13:42:32.374', '0.2', '[48, 32]', '[24, -82]', '[-22.0]']
['13:42:32.619', '0.2', '[48, 32]', '[24, -82]', '[38.0]']
['13:42:40.991', '0.2', '[32, 32]', '[24, -82]', '[38.0]']
['13:42:41.245', '0.2', '[32, 32]', '[-39, -82]', '[38.0]']
['13:42:41.418', '0.2', '[32, 1]', '[-39, -82]', '[38.0]']
['13:42:41.616', '0.2', '[32, 1]', '[-39, 10]', '[38.0]']
['13:42:41.802', '0.2', '[32, 1]', '[-39, 10]', '[-38.0]']
['13:42:50.015', '0.4', '[32, 1]', '[-39, 10]', '[-38.0]']
['13:42:50.259', '0.4', '[16, 1]', '[-39, 10]', '[-38.0]']
['13:42:50.439', '0.4', '[16, 1]', '[10, 10]', '[-38.0]']
['13:42:50.662', '0.4', '[16, 33]', '[10, 10]', '[-38.0]']
['13:42:50.842', '0.4', '[16, 33]', '[10, 70]', '[-38.0]']
['13:42:51.056', '0.4', '[16, 33]', '[10, 70]', '[-68.0]']
['13:42:59.278', '0.9', '[16, 33]', '[10, 70]', '[-68.0]']
['13:42:59.461', '0.9', '[0, 33]', '[10, 70]', '[-68.0]']
['13:42:59.660', '0.9', '[0, 33]', '[41, 70]', '[-68.0]']
['13:42:59.864', '0.9', '[0, 2]', '[41, 70]', '[-68.0]']
['13:43:00.079', '0.9', '[0, 2]', '[41, -37]', '[-68.0]']
['13:43:00.278', '0.9', '[0, 2]', '[41, -37]', '[-36.0]']
['13:43:08.483', '0.6', '[0, 2]', '[41, -37]', '[-36.0]']
['13:43:08.699', '0.6', '[48, 2]', '[41, -37]', '[-36.0]']
['13:43:08.899', '0.6', '[48, 2]', '[9, -37]', '[-36.0]']
['13:43:09.107', '0.6', '[48, 80]', '[9, -37]', '[-36.0]']
['13:43:09.304', '0.6', '[48, 80]', '[9, -52]', '[-36.0]']
['13:43:09.508', '0.6', '[48, 80]', '[9, -52]', '[-51.0]']
['13:43:17.747', '0.4', '[48, 80]', '[9, -52]', '[-51.0]']
['13:43:18.150', '0.4', '[48, 80]', '[-87, -52]', '[-51.0]']
['13:43:18.351', '0.4', '[48, 48]', '[-87, -52]', '[-51.0]']
['13:43:18.547', '0.4', '[48, 48]', '[-87, -21]', '[-51.0]']
['13:43:18.749', '0.4', '[48, 48]', '[-87, -21]', '[-80.0]']
['13:43:26.971', '0.0', '[48, 48]', '[-87, -21]', '[-80.0]']
['13:43:27.156', '0.0', '[16, 48]', '[-87, -21]', '[-80.0]']
['13:43:27.360', '0.0', '[16, 48]', '[57, -21]', '[-80.0]']
['13:43:27.793', '0.0', '[16, 48]', '[57, -36]', '[-80.0]']
['13:43:27.991', '0.0', '[16, 48]', '[57, -36]', '[41.0]']
['13:43:36.386', '0.0', '[0, 48]', '[57, -36]', '[41.0]']
['13:43:36.590', '0.0', '[0, 48]', '[-87, -36]', '[41.0]']
['13:43:37.001', '0.0', '[0, 48]', '[-87, -80]', '[41.0]']
['13:43:37.209', '0.0', '[0, 48]', '[-87, -80]', '[-51.0]']
['13:43:45.436', '0.1', '[0, 48]', '[-87, -80]', '[-51.0]']
['13:43:45.660', '0.1', '[48, 48]', '[-87, -80]', '[-51.0]']
['13:43:45.864', '0.1', '[48, 48]', '[10, -80]', '[-51.0]']
['13:43:46.036', '0.1', '[48, 1]', '[10, -80]', '[-51.0]']
['13:43:46.258', '0.1', '[48, 1]', '[10, 87]', '[-51.0]']
['13:43:46.456', '0.1', '[48, 1]', '[10, 87]', '[-80.0]']
['13:43:54.674', '0.9', '[48, 1]', '[10, 87]', '[-80.0]']
['13:43:54.871', '0.9', '[79, 1]', '[10, 87]', '[-80.0]']
['13:43:55.070', '0.9', '[79, 1]', '[-71, 87]', '[-80.0]']
['13:43:55.499', '0.9', '[79, 1]', '[-71, 11]', '[-80.0]']
['13:43:55.698', '0.9', '[79, 1]', '[-71, 11]', '[-34.0]']
['13:44:04.325', '0.9', '[79, 1]', '[-37, 11]', '[-34.0]']
['13:44:04.722', '0.9', '[79, 1]', '[-37, -80]', '[-34.0]']
['13:44:04.923', '0.9', '[79, 1]', '[-37, -80]', '[42.0]']
['13:44:13.147', '0.2', '[79, 1]', '[-37, -80]', '[42.0]']
['13:44:13.546', '0.2', '[79, 1]', '[27, -80]', '[42.0]']
['13:44:13.766', '0.2', '[79, 64]', '[27, -80]', '[42.0]']
['13:44:13.969', '0.2', '[79, 64]', '[27, 72]', '[42.0]']
['13:44:22.363', '0.9', '[79, 64]', '[27, 72]', '[42.0]']
['13:44:22.559', '0.9', '[15, 64]', '[27, 72]', '[42.0]']
['13:44:22.962', '0.9', '[15, 48]', '[27, 72]', '[42.0]']
['13:44:23.188', '0.9', '[15, 48]', '[27, -35]', '[42.0]']
['13:44:23.368', '0.9', '[15, 48]', '[27, -35]', '[56.0]']
['13:44:31.582', '0.8', '[15, 48]', '[27, -35]', '[56.0]']
['13:44:31.985', '0.8', '[15, 48]', '[-84, -35]', '[56.0]']
['13:44:32.191', '0.8', '[15, 33]', '[-84, -35]', '[56.0]']
['13:44:32.414', '0.8', '[15, 33]', '[-84, 41]', '[56.0]']
['13:44:32.610', '0.8', '[15, 33]', '[-84, 41]', '[-20.0]']
['13:44:40.857', '0.0', '[15, 33]', '[-84, 41]', '[-20.0]']
['13:44:41.056', '0.0', '[47, 33]', '[-84, 41]', '[-20.0]']
['13:44:41.258', '0.0', '[47, 33]', '[-35, 41]', '[-20.0]']
['13:44:41.459', '0.0', '[47, 17]', '[-35, 41]', '[-20.0]']
['13:44:41.656', '0.0', '[47, 17]', '[-35, 25]', '[-20.0]']
['13:44:41.857', '0.0', '[47, 17]', '[-35, 25]', '[-66.0]']
['13:44:50.052', '0.3', '[47, 17]', '[-35, 25]', '[-66.0]']
['13:44:50.454', '0.3', '[47, 17]', '[77, 25]', '[-66.0]']
['13:44:50.658', '0.3', '[47, 64]', '[77, 25]', '[-66.0]']
['13:44:50.863', '0.3', '[47, 64]', '[77, 56]', '[-66.0]']
['13:44:51.096', '0.3', '[47, 64]', '[77, 56]', '[-19.0]']
